Document_No,Dominant_Topic,Topic_Perc_Contrib,Keywords,reply,policy
25,1,0.1235,"사람, 일, 안, 누가, 주지, 부부, 세금, 원금, 짓, 도대체",지금 당장 육휴 들어가고 싶은거 출산전까지 꾸욱 참고 참으며 일다니고 출산휴가육아휴직 받으려고 아득바득 일하고 있는 전국에 있는 산모들은 너무 어이가 없음 그럴거면 일 그만두라는건지 조금이라도 살림에 보템 되려고 몸 무거운데 꾸역꾸역 참으며 일하고 있는 사람 힘빠지게 하네요  사각지대에 있는 사람들 지원해줄거면 따로 지원책을 마련 해야지 반대하는 의견이 타당해야지 손을 들어주지 어디서 영아수당이랑 육휴수당이 중복지원이란걸 들고 나와서 안그래도 육휴도 눈치보며 받는데,영아수당 지급
1256,1,0.1215,"사람, 일, 안, 누가, 주지, 부부, 세금, 원금, 짓, 도대체",저는 철강업체 종사자로 년째근무하고 있는데요 이번에 급여받았는데 공제액이 로 빠져나같었요 ㅡ이번에 물가나 금리나 의료보험도 공공요금도 다오르는데 정작 임금은 얼마 안오르고 세금은 이렇게많이때고 ㅡ힘들게 일해서 이렇게많이빠지니 너무하네요 ㅡ세금좀 줄여 주시던가 무슨 대책이라도 세워줫으면 좋겠네요 ㅡ월급쟁이들 나라 봉도 아니고 다른쪽 도와주면서 월급쟁이들한테는  세금 제일착실히 거뒤가면서 지원은 하나도 안해주고 월급쟁이들  국민이고 살기힘들 다고ㅡ,영아수당 지급
1713,1,0.1215,"사람, 일, 안, 누가, 주지, 부부, 세금, 원금, 짓, 도대체",의미 없고 차라리 아이를 돌봐주는 공공 돌봄기관을 만드는게왜 이런 의미없는 정책을 자꾸 만들지애셋 엄마임의미 없는 정책임 중위  도 말도 안됨저거 지원받는 사람 몇없고,영아수당 지급
1245,1,0.1189,"사람, 일, 안, 누가, 주지, 부부, 세금, 원금, 짓, 도대체",이딴 돈을 주니 일터에 사람이 모자라는 거다 담배값 술값 정부가 주니까,영아수당 지급
1421,1,0.1149,"사람, 일, 안, 누가, 주지, 부부, 세금, 원금, 짓, 도대체",공산주의가 싫어요,영아수당 지급
782,1,0.1093,"사람, 일, 안, 누가, 주지, 부부, 세금, 원금, 짓, 도대체",정책좀 제발,영아수당 지급
1714,1,0.1093,"사람, 일, 안, 누가, 주지, 부부, 세금, 원금, 짓, 도대체",대부분의 정책에는 혜택을 받는 사람이 있고 못 받는 사람이 있다 그런데 혜택이 없는 사람보다 있는 사람에게 가면 상대적박탈감이 더 간다 돌봐줄 부모 없고 친인척 없는 사람이 더 혜택이 필요한데 이거는 그게 아니니,영아수당 지급
1229,1,0.1076,"사람, 일, 안, 누가, 주지, 부부, 세금, 원금, 짓, 도대체",전정권에서는 포퓰리즘이고 본인들이 하는건 촘촘한 복지,영아수당 지급
139,1,0.1051,"사람, 일, 안, 누가, 주지, 부부, 세금, 원금, 짓, 도대체",애낳으라고 하지말고 생활고로 목숨끈는사람 많으니 어려운사람들 도와줘라 젊은사람들 애낳아도 잘먹고 잘살더라 괜한돈 낭비하지마라,영아수당 지급
1190,1,0.1033,"사람, 일, 안, 누가, 주지, 부부, 세금, 원금, 짓, 도대체",민주당에서 싸질러놓은 국가부채가 너무많아서 전체예산 줄이는건데 그저 돈안준다고 빼엑 국민 개돼지라 참 선동하기쉽죠 민주당놈들한테ㅋㅋ,영아수당 지급
1433,1,0.1032,"사람, 일, 안, 누가, 주지, 부부, 세금, 원금, 짓, 도대체",청년은 아닌것 같은데요 일 안해요 고생 안 해요,영아수당 지급
1273,1,0.0996,"사람, 일, 안, 누가, 주지, 부부, 세금, 원금, 짓, 도대체",청년자립수당 제발 뺍시다정부에서 계속 돈 풀어주니 청년들이 일을 안해요,영아수당 지급
80,1,0.0979,"사람, 일, 안, 누가, 주지, 부부, 세금, 원금, 짓, 도대체",생계급여만원 열심히 일하는 급공무원 만원 이게 나라냐 걍 가난하면 일하는 사람만큼 돈주는게 자유민주주의 체제에 맞는거냐,영아수당 지급
1441,1,0.0979,"사람, 일, 안, 누가, 주지, 부부, 세금, 원금, 짓, 도대체",야당일 때는 퍼준다고 난리더니 너도 똑같지 뭘 모르니까 날뛰지 에휴,영아수당 지급
292,1,0.0932,"사람, 일, 안, 누가, 주지, 부부, 세금, 원금, 짓, 도대체",먹고살만하니까 결혼을 한거아닐까 근데 왜 그런사람들을 지원해주지 아기 안낳은 사람들을 지원해줘야 출산율이 늘지 지금 아기낳은 사람들은 지원안해줘도 잘 낳아 ㅋㅋㅋ,영아수당 지급
862,1,0.0932,"사람, 일, 안, 누가, 주지, 부부, 세금, 원금, 짓, 도대체",돈 준다고 애 안낳는다고 모질아집값 정상화사교육 폐지양질의 일자리이거면 된다쓸데없는데 쓰지말고,영아수당 지급
841,1,0.0919,"사람, 일, 안, 누가, 주지, 부부, 세금, 원금, 짓, 도대체",공공기관  공무원들만  살판나네  마이들    터지게 드시고   사세요,영아수당 지급
1814,1,0.0914,"사람, 일, 안, 누가, 주지, 부부, 세금, 원금, 짓, 도대체",국민세금이봉이냐 쓸대없는대다돈쓰게,영아수당 지급
1550,1,0.0905,"사람, 일, 안, 누가, 주지, 부부, 세금, 원금, 짓, 도대체",줄줄 세는게 아니라 작정하고 방류,영아수당 지급
1271,1,0.0901,"사람, 일, 안, 누가, 주지, 부부, 세금, 원금, 짓, 도대체",왜 젊은친구들의 일 할 능력을 감소 시키는수당을 주는거죠정말 알 수 없는 복지제도네요일을 충분히 할 수 있는 나이인데차라리 일 할 곳을 주세요,영아수당 지급
65,1,0.0901,"사람, 일, 안, 누가, 주지, 부부, 세금, 원금, 짓, 도대체",사람이 먼저다 사람 기준만세 적용하라 ㅋ,영아수당 지급
1286,1,0.0889,"사람, 일, 안, 누가, 주지, 부부, 세금, 원금, 짓, 도대체",줄거면  대에 지급해라   맨날  청년밖에 몰라   이게나라냐    제일  힘들고  돈 많이 들어감,영아수당 지급
1432,1,0.0885,"사람, 일, 안, 누가, 주지, 부부, 세금, 원금, 짓, 도대체",청년  자립수당  수당으로    점심은  김밥먹고커피는  스타벅스가서  먹겠네  국민세금으로  뭐하는  짓이냐   국민세금으로   돈퍼줄때는   이제 국민투표하자국민세금을  본인들  돈처럼   막쓰네,영아수당 지급
1512,1,0.0885,"사람, 일, 안, 누가, 주지, 부부, 세금, 원금, 짓, 도대체",좀 뒤질놈들은 지원말고 좀 죽여라 인구 너무많다,영아수당 지급
122,1,0.0885,"사람, 일, 안, 누가, 주지, 부부, 세금, 원금, 짓, 도대체",제발 공짜돈좀 없에라 열심히 일하는 사람들 세금내기 싫어진다,영아수당 지급
1657,1,0.0885,"사람, 일, 안, 누가, 주지, 부부, 세금, 원금, 짓, 도대체",선이면 이런사람인줄 알고 찍었다는건데,영아수당 지급
1796,1,0.0875,"사람, 일, 안, 누가, 주지, 부부, 세금, 원금, 짓, 도대체",불공정 정책이다중 고 다니는대대  더 힘들다,영아수당 지급
1281,1,0.0872,"사람, 일, 안, 누가, 주지, 부부, 세금, 원금, 짓, 도대체",회사에서 죽어라일해서 세금으로 다 떼내고 애들키우는데 돈이 얼마나 들어가는데    돈없다고 돈주고 일안한다고 돈주고 집없다고 집주는  그런법이 어딨냐 ,영아수당 지급
446,1,0.0869,"사람, 일, 안, 누가, 주지, 부부, 세금, 원금, 짓, 도대체",생생내기일뿐  아무런 효과 없는 지원이다,영아수당 지급
1946,1,0.0869,"사람, 일, 안, 누가, 주지, 부부, 세금, 원금, 짓, 도대체",조오타,영아수당 지급
983,1,0.0869,"사람, 일, 안, 누가, 주지, 부부, 세금, 원금, 짓, 도대체",돈못써 어쩔줄모르는구나내세금으로 이런씩으로돈쓰나 그럴돈있음저소득층이나  도와줘라,영아수당 지급
1751,1,0.0869,"사람, 일, 안, 누가, 주지, 부부, 세금, 원금, 짓, 도대체",집값이 내려가면 다 해결될 일그러면 맞벌이 안해도 되고 아빠든 엄마든 부모가 자식키우면 될 일인데어렵다,영아수당 지급
130,1,0.0862,"사람, 일, 안, 누가, 주지, 부부, 세금, 원금, 짓, 도대체",변변한 수입없는 사람들에게 아이둘 낳으면 주겠다는 일종의 미끼 실제로 그래서 아이키울 능력이 안되는 사람들이 양육수당을 받기위해이런 사람들 특징이 내일은 없다 여서 이게 통한다진짜 출산율을 높이기 위한 정책은 청년들에게 주어질 양질의 일자리를 개발하는데 투자하는 것이다 일자리 안정되고 집값 안정되면 낳지 말라고 해도 낳는다,영아수당 지급
1437,1,0.0853,"사람, 일, 안, 누가, 주지, 부부, 세금, 원금, 짓, 도대체",일안해도 돈을쳐주니 저러지 정말답없다 ㅡㅡ,영아수당 지급
276,1,0.0853,"사람, 일, 안, 누가, 주지, 부부, 세금, 원금, 짓, 도대체",밑빠진 독에 물붙기식이다아무리  돈을 줘도 안날 사람은 안낳고 날 사람은 낳는다세금낭비하지 말고 오히려 어려운 가정이나 더 신경써라,영아수당 지급
1394,1,0.0853,"사람, 일, 안, 누가, 주지, 부부, 세금, 원금, 짓, 도대체",진짜먼놈의세상인지모르겠다연봉천백인데세금천떼었다남편건설업하고있는데청년들신일안한다딱부족한하루일안한다세기초수급자아저씨일안한다일 일하면돈이남아기초수급안나온다고떼를쓰고난리피워서세무서에하루신고해주었다인구도적어져가뜩이나일할사람없는데돈주니일안한다월급쟁이사업하는사람세금어마어마떼어서놀고먹으라고돈준다언이면폰비내고게임하고놀고먹는데지장없다억울해미치것다열심히노력하고돈버는사람돈뜯어다가백수만들어줘서편하게살게한다장애인미혼모 거동불편한노인만혜택주고사지육신멀쩡한사람들은일하고돈벌어쓰게하라,영아수당 지급
1376,1,0.0853,"사람, 일, 안, 누가, 주지, 부부, 세금, 원금, 짓, 도대체",조ㅋㅋㅋㅋㅋㅋ 지리네ㅋㅋㅋ,영아수당 지급
1430,1,0.0838,"사람, 일, 안, 누가, 주지, 부부, 세금, 원금, 짓, 도대체",일도 안하고 놀고 잊는것들 한테 돈 퍼주니 더일 안하지 이딴 정책은 어떤 빡 대가리에서 나오는거야,영아수당 지급
1215,1,0.0838,"사람, 일, 안, 누가, 주지, 부부, 세금, 원금, 짓, 도대체",세모녀처럼 복지사각지대 우선지원하고 가구별 최저소득 지원강화해라 돈있는 집 아들래미 딸래미 청년이란 이유로 세금줄줄쓰지말고 중장년  대라도 저소득 근로층 지원해라,영아수당 지급
40,1,0.0838,"사람, 일, 안, 누가, 주지, 부부, 세금, 원금, 짓, 도대체",국힘이나 민주나 이런거가지고 심각하게 이야기 하는모습을 좀 보였으면 좋겠다정치권력이 중요한건 알겠는데 민생은 최우선으로 중요하게 생각해야될 부분아닌가잘 잘못 가리는것도 좋은데 이런 문제부터 해결하고 좀 싸웠으면 한다 그리고 이러한 글에는 댓글 다는 사람들의 관심이 적은게 안타깝다이런글이 메인에 안걸리니사람들의 관심이 적은것인가,영아수당 지급
1318,1,0.0838,"사람, 일, 안, 누가, 주지, 부부, 세금, 원금, 짓, 도대체",일자리가 없는것이아니고 일할생각이 없는넘들이 태반이다 내가낸세금으로 뻘짖하지좀 맙시다 왜 더듬어만지당 뻘짖을 따라하려해ㅡㅡ,영아수당 지급
1750,1,0.0824,"사람, 일, 안, 누가, 주지, 부부, 세금, 원금, 짓, 도대체",못 받으면 바보 만드는 이런 바보 정책 그만 하고 진짜 애 낳게 하고 싶으면 공교육 혁파해라 애들이 학교 공부를 잘 못 했어도 살이 되서 사회에 나가 인간답게 스스로 살길을 살 수 있다는 생각이 들면 그때 아이를 낳을 거다,영아수당 지급
373,1,0.0824,"사람, 일, 안, 누가, 주지, 부부, 세금, 원금, 짓, 도대체",세가 돈이 들어가는게 아니라 초중고가 문제다 이렇게 지원한다고 안낳던 애를 낳을줄 아냐 문제는 커가면서 키우면서다 뭘쫌 알고,영아수당 지급
915,1,0.0824,"사람, 일, 안, 누가, 주지, 부부, 세금, 원금, 짓, 도대체",김대중노무현당시 늘려오던 복지혜택을 복지포퓰리즘이라 비판하던 인간들이 더 심한데병사들 월급 올려주는건 좋은데문제는 그만큼 필요없는 국방예산만 늘어나는거다 차라리 그 돈으로 미사일을 더 확충해라,영아수당 지급
1523,1,0.0824,"사람, 일, 안, 누가, 주지, 부부, 세금, 원금, 짓, 도대체",요즘 세상이 어떻해  돌아가고 있는거냐,영아수당 지급
1014,1,0.0824,"사람, 일, 안, 누가, 주지, 부부, 세금, 원금, 짓, 도대체",엄마들 솔직해 지자 이럴 줄 모르고 찍었나 부동산에 미쳐서 국가의 모든 가치를 내 팽겨치고 찍었자나,영아수당 지급
1785,1,0.081,"사람, 일, 안, 누가, 주지, 부부, 세금, 원금, 짓, 도대체",개월까지는 부모가 아기를 돌볼 수 있게 지원해주는게 맞지 않나요 왜 자꾸 어린이집 조부모 지원 등으로 타인에게 맡기라고 하는건지 모르겠네요,영아수당 지급
1274,1,0.0805,"사람, 일, 안, 누가, 주지, 부부, 세금, 원금, 짓, 도대체",먹고 살려고  아픈몸을 이끌고 참아가면서 국가에 손 안 벌리고 열심히 일하면서 세금 내고 사는 사람은 강자냐 대가 대 보다도 체격이 작냐 체력이 약하냐 이 나라가 자꾸 사회주의로 가는구나,영아수당 지급
1357,1,0.0796,"사람, 일, 안, 누가, 주지, 부부, 세금, 원금, 짓, 도대체",그만 좀 해라 그런다고 청년들이 자립하니 공무원연금 없애고 채용을 늘리거나 일자리를 마련해라  집에서 노는데 돈을 왜주는거니,영아수당 지급
1264,1,0.0796,"사람, 일, 안, 누가, 주지, 부부, 세금, 원금, 짓, 도대체",누군  세금으로 을  띄고잇는데  누군 일안해도 을준다내 청년혜택좀  없애라,영아수당 지급
1418,1,0.0791,"사람, 일, 안, 누가, 주지, 부부, 세금, 원금, 짓, 도대체",이렇게세금뿌리면 나중에이돈누가메꾸냐ㅋㅋㅋ,영아수당 지급
1292,1,0.0783,"사람, 일, 안, 누가, 주지, 부부, 세금, 원금, 짓, 도대체",가장 건강한 청년을 왜 지원해주냐일자리가 없는게 아니고 능력에 비해 눈만 높으니까 일자리가 없어 보이는거야내가하는 직종도 사람이 없어서 난린데 젊은 사람이 할려고 하지를 않아능력은 없으면서 편하게 일하고 연봉은 많이 받으려니,영아수당 지급
1586,1,0.0783,"사람, 일, 안, 누가, 주지, 부부, 세금, 원금, 짓, 도대체",세금은 현 대가 제일 많이 냈는데 해택은 도없고 살맛안납니다,영아수당 지급
1716,1,0.0741,"사람, 일, 안, 누가, 주지, 부부, 세금, 원금, 짓, 도대체",고만 좀 해라 이런다도 애 더 안 낳아 자꾸 왜 출산을 돈으로 해결하려들까,영아수당 지급
1102,1,0.0741,"사람, 일, 안, 누가, 주지, 부부, 세금, 원금, 짓, 도대체",얼마나 모자라면 그런말을 믿냐,영아수당 지급
1569,1,0.0741,"사람, 일, 안, 누가, 주지, 부부, 세금, 원금, 짓, 도대체",청년자립수당이란게 보육원출신 청년들 지원해주는거 아니냐 뭘 알고 좀 글박아라  늙은이들아,영아수당 지급
1083,1,0.0741,"사람, 일, 안, 누가, 주지, 부부, 세금, 원금, 짓, 도대체",다 알고 찍엇으면서 왜들 그러신데 ㅋㅋㅋ,영아수당 지급
679,1,0.0741,"사람, 일, 안, 누가, 주지, 부부, 세금, 원금, 짓, 도대체",야뭉가야 오늘 당장 국민 월세방 빼라 야뭉가야야뭉가야 오늘 당장 국민 월세방 빼라 야뭉가야야뭉가야 오늘 당장 국민 월세방 빼라 야뭉가야야뭉가야 오늘 당장 국민 월세방 빼라 야뭉가야야뭉가야 오늘 당장 국민 월세방 빼라 야뭉가야야뭉가야 오늘 당장 국민 월세방 빼라 야뭉가야야뭉가야 오늘 당장 국민 월세방 빼라 야뭉가야야뭉가야 오늘 당장 국민 월세방 빼라 야뭉가야야뭉가야 오늘 당장 국민 월세방 빼라 야뭉가야야뭉가야 오늘 당장 국민 월세방 빼라 야뭉가야,영아수당 지급
957,1,0.0741,"사람, 일, 안, 누가, 주지, 부부, 세금, 원금, 짓, 도대체",거지같은 정책  윤정부 아웃  금리나  올려 미친정부,영아수당 지급
1165,1,0.0741,"사람, 일, 안, 누가, 주지, 부부, 세금, 원금, 짓, 도대체",정작 필요한 곳에 돈은 다 삭감하는구나 나랏돈이 줄줄 새고 있다,영아수당 지급
1249,1,0.0741,"사람, 일, 안, 누가, 주지, 부부, 세금, 원금, 짓, 도대체",자립이 아니라 근로능력 저하 시키는데 정부가 세금 퍼지르고 있네,영아수당 지급
430,1,0.0741,"사람, 일, 안, 누가, 주지, 부부, 세금, 원금, 짓, 도대체",지랄,영아수당 지급
990,1,0.0741,"사람, 일, 안, 누가, 주지, 부부, 세금, 원금, 짓, 도대체",여가부  없애자고  하면 이렇게  되는거야,영아수당 지급
1216,1,0.0741,"사람, 일, 안, 누가, 주지, 부부, 세금, 원금, 짓, 도대체",자립수당ㅋㅋ  아니 젊은사람 일하지말라고 돈을 퍼주네점점 더 게을러질듯,영아수당 지급
1146,1,0.0741,"사람, 일, 안, 누가, 주지, 부부, 세금, 원금, 짓, 도대체",윤씨 저넘은 대국민이보는데서 산채 태워죽여야될듯,영아수당 지급
745,1,0.0726,"사람, 일, 안, 누가, 주지, 부부, 세금, 원금, 짓, 도대체",나이 들어서 월세 사는 사람은 그냥 그렇게 살다 뒤지라는겨,영아수당 지급
1551,1,0.0726,"사람, 일, 안, 누가, 주지, 부부, 세금, 원금, 짓, 도대체",근처 사시는 젊은분 일하면 정부지원금 못받는다고  일 않함,영아수당 지급
814,1,0.0726,"사람, 일, 안, 누가, 주지, 부부, 세금, 원금, 짓, 도대체",일반중소기업 직원들이 저걸 쓴다면 짤리는거 알고 저런정책 내는걸까 할려면 강압적인 뭔가 대책을 내놔야지,영아수당 지급
1676,1,0.0726,"사람, 일, 안, 누가, 주지, 부부, 세금, 원금, 짓, 도대체",정말 점점 어려워진다,영아수당 지급
1015,1,0.0726,"사람, 일, 안, 누가, 주지, 부부, 세금, 원금, 짓, 도대체",당선되라고 찍어줄땐 언제고약속 안 지킨다고 난리야그냥 하는대로 따라가찍어준 손꼬락을 다들 짤라서 용산에 보내면 바뀔 수도 있겠네할메할베그렇게 윤윤하면 찍어주니깐공공근로  줄여서 노인들 굷기는데아이들 보육은 약속 지킬 것 같앗나윤 찍어준 사람들 꼬시다,영아수당 지급
968,1,0.0726,"사람, 일, 안, 누가, 주지, 부부, 세금, 원금, 짓, 도대체",여러 육아정책들과 시행하는 실험적인 방법들이 있지만 글쎄자기손주 봐주는데 나라에서 대신 돈을 부모들이 어쩔 수 없는 상황에 조부모가 수고하는데  양육비를 대신 주는게맞는건지 맞벌이 상황에서 돈이 많은 집들도 있을거고 봐주고 싶어도 못봐주는 환경에 있는 가정들은 어쩔건데요 안봐주는데 봐준다고 돈받아 먹는 가정들은 어쩔꺼고ㅡ,영아수당 지급
951,1,0.0726,"사람, 일, 안, 누가, 주지, 부부, 세금, 원금, 짓, 도대체",일괄적으로 모든 부모에게 돈을 지급 하지 말고 부모 소득에 따라 지불함이 맞다싶다 경제 사정이 어려운 부모들에게 더 주고 소득이 탄탄해서 받지 않아도 될 부모에겐 지불하지 않는것으로,영아수당 지급
1027,1,0.0726,"사람, 일, 안, 누가, 주지, 부부, 세금, 원금, 짓, 도대체", 찍 영감탱이들이 후세 아이들의 미래를 개박갈 내는구나,영아수당 지급
1894,1,0.0726,"사람, 일, 안, 누가, 주지, 부부, 세금, 원금, 짓, 도대체",맞벌이 하고 싶어도 애 키우려고어떻게든 혼자 육아 중인데그리고 맞벌이 한다해도가족 일은 알아서들 해야지대체 돈만 퍼주면 다냐아짜증나,영아수당 지급
1417,1,0.0726,"사람, 일, 안, 누가, 주지, 부부, 세금, 원금, 짓, 도대체",씩씩하게 자리잡아야지 세금낭비하고있네 그돈으로 수해피해보신분들 도와줘,영아수당 지급
1848,1,0.0726,"사람, 일, 안, 누가, 주지, 부부, 세금, 원금, 짓, 도대체",굥가 탄핵을 대비해서 벌써부터 댓통선거 위해 현금 살포하는 세 훈이,영아수당 지급
1401,1,0.0726,"사람, 일, 안, 누가, 주지, 부부, 세금, 원금, 짓, 도대체",노는인간들은 인간자체가 글러먹은 경우가 많음 열심히 사는 사람 지원해라 공산주의가 죽어도 안되는 이유가 잉여인간들이 명 몫을 해줄거라는 착각때문이다,영아수당 지급
1402,1,0.0726,"사람, 일, 안, 누가, 주지, 부부, 세금, 원금, 짓, 도대체",아오 머리 아퍼 니네 논리대로면 우리나라에 열심히 사는 사람 빼고는 다 취약 계층이네,영아수당 지급
1181,1,0.0726,"사람, 일, 안, 누가, 주지, 부부, 세금, 원금, 짓, 도대체",아동수가 줄어서 예산이 삭감된걸  당연하거지  달창 아줌씨들또  개소리 시전하네  보육아동수가 줄었은데  당연히 예산이  삭감되는게 맞지황당하네,영아수당 지급
744,1,0.0726,"사람, 일, 안, 누가, 주지, 부부, 세금, 원금, 짓, 도대체",하제발 그만하라고 귀쳐닫고있니 끝까지 진짜 역겹다,영아수당 지급
1898,1,0.0726,"사람, 일, 안, 누가, 주지, 부부, 세금, 원금, 짓, 도대체",진짜 이제 어이가 없네 애도 안 보면서 애 본다고 다들 돈 달라 하겠어당신들 월급 줄여서 드리세요,영아수당 지급
1320,1,0.0726,"사람, 일, 안, 누가, 주지, 부부, 세금, 원금, 짓, 도대체",돈이 얼마나 많길래 이리 퍼주는거냐,영아수당 지급
37,1,0.0726,"사람, 일, 안, 누가, 주지, 부부, 세금, 원금, 짓, 도대체",오류가 아니라 돈이 없는거야 누가 다 빼돌려서,영아수당 지급
618,1,0.0726,"사람, 일, 안, 누가, 주지, 부부, 세금, 원금, 짓, 도대체",우리나라 저출산율 높은대 출산정책 많이 나왔음 좋겠습니다 미래에 이아이들이 세금내며 앞으로의 고령화 노인부양등 책임이 많습니다 그러니 아끼지말고 출산지원 많이해주세요,영아수당 지급
1824,1,0.0726,"사람, 일, 안, 누가, 주지, 부부, 세금, 원금, 짓, 도대체",형편성도 봐야하고 음 믿을수 있을까요 전 그닥 ,영아수당 지급
1125,1,0.0726,"사람, 일, 안, 누가, 주지, 부부, 세금, 원금, 짓, 도대체",대통령실 꾸미는데 수천억 들어간다 다른건 관심없다 ㅋ,영아수당 지급
1117,1,0.0726,"사람, 일, 안, 누가, 주지, 부부, 세금, 원금, 짓, 도대체",찍들 때문에 이게 뭔 난리야,영아수당 지급
1446,1,0.0726,"사람, 일, 안, 누가, 주지, 부부, 세금, 원금, 짓, 도대체",지지율 떨어지니 별 쇼를 다하고 자빠졌다 진정성이 느껴지지가 않아  무능하고 무지하고 무식한,영아수당 지급
1096,1,0.0726,"사람, 일, 안, 누가, 주지, 부부, 세금, 원금, 짓, 도대체",김건희 국민대논문조사하라주가조작조사하라,영아수당 지급
1966,1,0.0726,"사람, 일, 안, 누가, 주지, 부부, 세금, 원금, 짓, 도대체",돈가지고 해결될 문제 아닙니다 한국 젊은 남자들이 다들 썩어빠져서요,영아수당 지급
917,1,0.0713,"사람, 일, 안, 누가, 주지, 부부, 세금, 원금, 짓, 도대체",다시 군대가라면 가겠다 ㅋㅋ 월급도 많이주는데 혜택도 많잖아,영아수당 지급
1252,1,0.0713,"사람, 일, 안, 누가, 주지, 부부, 세금, 원금, 짓, 도대체",일할데가 없는것도 아니고 일안하는 청년지원은 뭔가요 일을하려고 하는사람 일자리를 구한사람을 지원해야 취업을 하려하지 눈만높아 놀고먹는 청년지원하다니,영아수당 지급
1066,1,0.0713,"사람, 일, 안, 누가, 주지, 부부, 세금, 원금, 짓, 도대체",뚱열이는 입만 열면 거짓말 입니다 절대 믿지 마세요,영아수당 지급
1204,1,0.0713,"사람, 일, 안, 누가, 주지, 부부, 세금, 원금, 짓, 도대체",나라망하려고 작정을했나 요즘 세대들은 직장에 미련이 없다 그런 특성들을 이해하고 도와줘도 줘야지 세상을 알아야 스스로 자립을 하는거지 차라리 그돈을 고아원에서 아무 연고도 없이 세상에 나아가야하는 아이들 지원이나 해라 진짜 써야할때 써야지 정치인들이 민심 얻으려고 나랏돈을 지돈처럼 퍼주고 난리리냐,영아수당 지급
1202,1,0.0713,"사람, 일, 안, 누가, 주지, 부부, 세금, 원금, 짓, 도대체",돈이 넘쳐나는 정부 중소기업은 구인난인데 중소기업에서 일하는 청년에게 지원하세요 이러니 청년들이 중소기업에 취업을 안하지요,영아수당 지급
882,1,0.0713,"사람, 일, 안, 누가, 주지, 부부, 세금, 원금, 짓, 도대체",도대체뭐하는놈들이정치을하는지이해가안된다부모급여는최소한세미만은지급해야지지금그부모들이제일힘들거다,영아수당 지급
