Document_No,Dominant_Topic,Topic_Perc_Contrib,Keywords,reply,policy
55,5,0.0901,"나라, 진짜, 인간, 놈, 저, 정말, 데, 윤석열, 정신, 확인",나라가왜이모양이냐 금수저들한계같다 빵사먹고팦콘먹고육개장만눈에보이고 걱정이다,영아수당 지급
1094,5,0.0901,"나라, 진짜, 인간, 놈, 저, 정말, 데, 윤석열, 정신, 확인",ㅋㅋㅋ 아무것도 모르고 찍어준 덕분입니다,영아수당 지급
356,5,0.0901,"나라, 진짜, 인간, 놈, 저, 정말, 데, 윤석열, 정신, 확인",이린짓은 왜 하는지ㅜㅜ접치권들 생각은 하는건지 ㅜㅜ,영아수당 지급
538,5,0.0889,"나라, 진짜, 인간, 놈, 저, 정말, 데, 윤석열, 정신, 확인",년에 만 세인 년생들도 가능한거겠죠 이렇게 홍보해놓고 직전에 년에 태어난 애들만 가능하다고 하면 년 월 말에 태어나는 아기들 부모 난리날듯 ,영아수당 지급
110,5,0.0889,"나라, 진짜, 인간, 놈, 저, 정말, 데, 윤석열, 정신, 확인",년생 부터는 줄 연금이 없다는 기사 본거 같은데 이렇게 복지 외치다가 나라 재정 바닥 나겠네요 별개 이야기인데 기초 생활수급자가 수입이 잡히면 나라에서 주는 돈 못 받을까봐 일부러 일 안한다는 말을 들은적이 있다 이런 사람들 제발 걸러 낼수 있는 시스템을 고안했으면 좋겠다 제발 복지가 난무하는 나라가 되지 않았으면 좋겠다,영아수당 지급
1361,5,0.0885,"나라, 진짜, 인간, 놈, 저, 정말, 데, 윤석열, 정신, 확인",애들 바보 만들려는 정치가들 ㅋㅋ,영아수당 지급
1797,5,0.0885,"나라, 진짜, 인간, 놈, 저, 정말, 데, 윤석열, 정신, 확인",출산율높이려는 의사는 훌륭하나 방법이 잘못됫습니다이딴거 계획한사람누굽니까정말 만원때문에 출산율이 저조하다고 생각하시나요초 저금리상황에 망해야하는 기업은 좀비화되어 경제의 새싹을 짓밟고 하늘높은줄모르고 치솟는 자산가격은 노동임금을 초라하게만들며 정치인들의 득표욕심으로인해 국민은 좌우남녀집있는사람과 없는사람자영업자와 근로자까지도 가르고있습니다상위소수를 제외하면 누가 이런 사회에 결혼하고 아이낳고싶어할까요차라리 솔로버스나 만들어서 버스에서 짐승마냥 헌팅하게 하는게 더 효과가 좋을거같네요,영아수당 지급
382,5,0.0885,"나라, 진짜, 인간, 놈, 저, 정말, 데, 윤석열, 정신, 확인",애낳으라고 단지 그것뿐,영아수당 지급
1802,5,0.0885,"나라, 진짜, 인간, 놈, 저, 정말, 데, 윤석열, 정신, 확인",애 낳아서 돌보지도 못하고 친인척에게 떠넘기는게 행복인가,영아수당 지급
1587,5,0.0885,"나라, 진짜, 인간, 놈, 저, 정말, 데, 윤석열, 정신, 확인",와 진짜 그지같은 정책이구나한숨만 나온다 제발 엉뚱하게 나라돈 낭비하지말고일 잘한다는 소리 들을라면 이런뉴스에 국민들이 작성한 댓글이나 보고 일좀 바로 했으면 한다자리가 사람만든다더니 배가 불러 뻘짓거리하고 있네,영아수당 지급
43,5,0.0885,"나라, 진짜, 인간, 놈, 저, 정말, 데, 윤석열, 정신, 확인",아니 윤석열이 쓰는돈은 있고애기들한데 지원 해주는건데이런 놈은 없냐ㅡㅡ,영아수당 지급
67,5,0.0869,"나라, 진짜, 인간, 놈, 저, 정말, 데, 윤석열, 정신, 확인",문재인이 퍼주다 나라 망하다던 애덜 얘기좀해봐 윤가 ㅇㄴㅇ나라살림 다 거덜내겠다,영아수당 지급
109,5,0.0869,"나라, 진짜, 인간, 놈, 저, 정말, 데, 윤석열, 정신, 확인",저도 엄마지만 다른방법으로 지원이 나을듯한데그 수당 받을려고 방치하고 학대하는그런 범죄가 생기는일 없었으면 좋겠네요,영아수당 지급
1410,5,0.0869,"나라, 진짜, 인간, 놈, 저, 정말, 데, 윤석열, 정신, 확인",청년들을 바보로 만드는  윤석렬 정부,영아수당 지급
1260,5,0.0869,"나라, 진짜, 인간, 놈, 저, 정말, 데, 윤석열, 정신, 확인",취약계층 청년이라 지가 힘든일 하기 싫어서 일안하는것들이 취약계층이냐 헛돈쓰지말고 그돈으로 육아정책에 더 써라,영아수당 지급
86,5,0.0869,"나라, 진짜, 인간, 놈, 저, 정말, 데, 윤석열, 정신, 확인",윤석열 이인간은  뻑하면 돈으로 해결하려하네  그케돈이 많으면 모든극민들에 추석보너스좀 주던가,영아수당 지급
1395,5,0.086,"나라, 진짜, 인간, 놈, 저, 정말, 데, 윤석열, 정신, 확인", 문가랑 누가 누가 더 못하나 경쟁하는건가,영아수당 지급
1021,5,0.0853,"나라, 진짜, 인간, 놈, 저, 정말, 데, 윤석열, 정신, 확인",제대로 뒷통수를 치는군 국힘당에서나온 대통령들은 하나같이 국민들 등쳐먹고 감옥갔다 사면되면 평생 돈각정은 안하고 살겠다,영아수당 지급
686,5,0.0853,"나라, 진짜, 인간, 놈, 저, 정말, 데, 윤석열, 정신, 확인",어디서 돈을 구할껀지도 이야기해야지       입으로는 ㅋㅋㅋ,영아수당 지급
157,5,0.0853,"나라, 진짜, 인간, 놈, 저, 정말, 데, 윤석열, 정신, 확인",대박  정말 이해가안됨 이런거 정하는 사람들은 뭘 어려워봤어야  상황을알지참 답딥하다 정말,영아수당 지급
1210,5,0.0853,"나라, 진짜, 인간, 놈, 저, 정말, 데, 윤석열, 정신, 확인",ㅡ대가 가장 인구가 많아요베이비붐세대가장 치열하고 힘들게 살아요이건 아니죠청년들 왜 줘요청년주택 사방에 짓고해도 너무하네요이러면 표 다 잃죠ㅡ대 가만 안 있죠,영아수당 지급
397,5,0.0853,"나라, 진짜, 인간, 놈, 저, 정말, 데, 윤석열, 정신, 확인",공짜돈에 미친나라,영아수당 지급
1016,5,0.0848,"나라, 진짜, 인간, 놈, 저, 정말, 데, 윤석열, 정신, 확인",주부 학생 무직이 지난 대선 때 번을 많이 찍었다고 하던데 찍어준 사람들 개무시하네,영아수당 지급
720,5,0.0847,"나라, 진짜, 인간, 놈, 저, 정말, 데, 윤석열, 정신, 확인",띠볼 에이어 특별법은 또 뭔데국민들이 빨갱이들을 허리가휘도록 먹여살려야되냐,영아수당 지급
490,5,0.0838,"나라, 진짜, 인간, 놈, 저, 정말, 데, 윤석열, 정신, 확인",먼 결혼 안한 대들은 아무런 혜택이 없고 세금만 내노,영아수당 지급
1400,5,0.0838,"나라, 진짜, 인간, 놈, 저, 정말, 데, 윤석열, 정신, 확인",중고딩 자녀 교육비 지원 하라,영아수당 지급
1494,5,0.0838,"나라, 진짜, 인간, 놈, 저, 정말, 데, 윤석열, 정신, 확인",모든 청년에게 주는 돈이 아니라 보호종료아동인 자립준비청년에게만 주는 수당입니다,영아수당 지급
268,5,0.0838,"나라, 진짜, 인간, 놈, 저, 정말, 데, 윤석열, 정신, 확인",이시국에 애낳아서 고통대물림하는 인간쓰레기들 용돈도주네 취업도 힘들고 중국에서 미세먼지에 이상기후 치안도 불안정한 세상에 혼자당하기 싫다고 자식까지 피붙이도 당하게하려는놈들 ㅋㅋㅋㅋㅋ,영아수당 지급
1485,5,0.0833,"나라, 진짜, 인간, 놈, 저, 정말, 데, 윤석열, 정신, 확인",니들은 이게 도움이 된다고 생각하냐,영아수당 지급
1956,5,0.0824,"나라, 진짜, 인간, 놈, 저, 정말, 데, 윤석열, 정신, 확인",아니  그걸  왜   서울시가  줘이젠  자식들이  드려야 하는  용돈까지서울시에서  주는건가그렇게  돈이  많아제발좀  개념 좀  가지고  일하자,영아수당 지급
1844,5,0.0824,"나라, 진짜, 인간, 놈, 저, 정말, 데, 윤석열, 정신, 확인",다자녀 출산 가정에 더 지원하고 자녀 출산 때 마다 혜택 더 주는게 맞지  왜  저런 정책을 하나,영아수당 지급
275,5,0.081,"나라, 진짜, 인간, 놈, 저, 정말, 데, 윤석열, 정신, 확인",초중고 지원을 하던 공교육을 강화하세요진짜 또대는 또 지원없네진짜 벌써 년째네요,영아수당 지급
1447,5,0.0802,"나라, 진짜, 인간, 놈, 저, 정말, 데, 윤석열, 정신, 확인",열심히일하는사람의 세금이 아깝다,영아수당 지급
2076,5,0.0796,"나라, 진짜, 인간, 놈, 저, 정말, 데, 윤석열, 정신, 확인",문재인정부 년간의 나랏빚 도덕적해이 기초연금폐지하고 이런자들만 독식해온 근로장려금폐지부터 하자 경제와 민생이 아작인데 현금퍼주기를 왜해 국민연금 돈내고 노후준비한 노인은 연금수령액을 깍고 그 용돈연금마저 덜주려고 기본소득이니 기초의 잡쇼를 하는 모든것들이 저출산의 원인이다,영아수당 지급
1757,5,0.0796,"나라, 진짜, 인간, 놈, 저, 정말, 데, 윤석열, 정신, 확인",올해 세인 조모가 만원  받겠네,영아수당 지급
132,5,0.0796,"나라, 진짜, 인간, 놈, 저, 정말, 데, 윤석열, 정신, 확인",진짜 너무 힘드네요세금은 계속 오르고 건보료 또 오른다고 함 아이들 교육비에 허덕이고나라에서는 대는 죽어라고 소리없는 외침을 계속하는데 대가 대한민국의 봉인가요저희들도 숨을 쉴 수 있게 좀 해주세요ㅜㅜ,영아수당 지급
1142,5,0.0783,"나라, 진짜, 인간, 놈, 저, 정말, 데, 윤석열, 정신, 확인",엄마들은뿔난게 아니고빡친거다,영아수당 지급
87,5,0.0758,"나라, 진짜, 인간, 놈, 저, 정말, 데, 윤석열, 정신, 확인",문정부 돈퍼준다고 욕하더니 뭐하는거야 저런다고 애낳지 않는다규애 안키워봐서 모르는구나진짜 돈드는건 저때가 아닌데글구 돈때문이아니라 애키울 환경이 아니잖아맡길곳도 없다  진짜초등돌봄이나 제대로 해라,영아수당 지급
1577,5,0.0758,"나라, 진짜, 인간, 놈, 저, 정말, 데, 윤석열, 정신, 확인",그리고 남은거 국짐 입으로 들어가는건가,영아수당 지급
715,5,0.0741,"나라, 진짜, 인간, 놈, 저, 정말, 데, 윤석열, 정신, 확인",영아수당 차별은 뭐하는 차별이냐 ㅋㅋ일 출산한 아기랑 월일 출산한 아기랑 하루차이인데 차별두게 되네 개월수로 지급이 맞는거 아니냐,영아수당 지급
1145,5,0.0741,"나라, 진짜, 인간, 놈, 저, 정말, 데, 윤석열, 정신, 확인",박수무당같이 화장 덕지덕지 하고 그저 나대는ㄱ 젛으면 연예인이나 하던가 국정일도 안할거면서 뭐하러 선거 나왔니 이 모지리야,영아수당 지급
743,5,0.0741,"나라, 진짜, 인간, 놈, 저, 정말, 데, 윤석열, 정신, 확인",아니 무슨 돈이 있어서 지원하냐고 너희 돈이냐,영아수당 지급
395,5,0.0741,"나라, 진짜, 인간, 놈, 저, 정말, 데, 윤석열, 정신, 확인",공산주의냐아예 탁아소를만들지그러냐,영아수당 지급
364,5,0.0741,"나라, 진짜, 인간, 놈, 저, 정말, 데, 윤석열, 정신, 확인",결혼도 많이 하시고 출산율이 좀 늘었으면 좋겠네요 ㅠ,영아수당 지급
360,5,0.0741,"나라, 진짜, 인간, 놈, 저, 정말, 데, 윤석열, 정신, 확인",아동학대 방치 발생함 반대초중고 지원이 필요함,영아수당 지급
314,5,0.0741,"나라, 진짜, 인간, 놈, 저, 정말, 데, 윤석열, 정신, 확인",나라곶간이  화수분인갑다,영아수당 지급
1819,5,0.0741,"나라, 진짜, 인간, 놈, 저, 정말, 데, 윤석열, 정신, 확인",세금은 오지게 뜯어가고 또 중위소득 기준이냐 폐지해라 이따위 법안,영아수당 지급
1147,5,0.0741,"나라, 진짜, 인간, 놈, 저, 정말, 데, 윤석열, 정신, 확인",그러게 누가 번찍으랬나,영아수당 지급
1533,5,0.0741,"나라, 진짜, 인간, 놈, 저, 정말, 데, 윤석열, 정신, 확인",코인질 애들도 지원받나,영아수당 지급
198,5,0.0741,"나라, 진짜, 인간, 놈, 저, 정말, 데, 윤석열, 정신, 확인",탁상행정 쩐다 진짜 으휴,영아수당 지급
1227,5,0.0741,"나라, 진짜, 인간, 놈, 저, 정말, 데, 윤석열, 정신, 확인",만원 주는데 자립할 의지가 있을까 좌파정부처럼 퍼주기 정책 그만,영아수당 지급
1257,5,0.0741,"나라, 진짜, 인간, 놈, 저, 정말, 데, 윤석열, 정신, 확인",일하지 않는 사람 주지 말고업종 종사자들한테 지원금을 줘라 예를 들어 조선소 용접공 가구제작 농업일자리 등사람 없어서 안돌아가는 곳지원해주면 된다 최저임금만원업체 주지말고 노동부에서 지급하면 일자리 돌아간다,영아수당 지급
2016,5,0.0741,"나라, 진짜, 인간, 놈, 저, 정말, 데, 윤석열, 정신, 확인",우리나라는 너무 특정 계층에게만 지원을 많이 해주네요 청년지원 육아지원 또 청년지원 노인지원 그런데 돈이최고로 많이 들어가는 중고등학생 부모와 대학 학년 부모들에게는 아무런 지원이 없네요 솔직히 이계층이 가장 힘들고 어려운 삶을 살고있는데 말입니다,영아수당 지급
2060,5,0.0741,"나라, 진짜, 인간, 놈, 저, 정말, 데, 윤석열, 정신, 확인",용산 관저 이사비용에  국가 재정 다 때려박고 있는데  국민 복지에 국가 예산을 쓸수 있는 여력 있겠냐윤썩열 탄핵 열차는 오늘도 열심히 달린다,영아수당 지급
90,5,0.0741,"나라, 진짜, 인간, 놈, 저, 정말, 데, 윤석열, 정신, 확인",지지율 올리다가 나라 거들내겠네 ,영아수당 지급
1355,5,0.0741,"나라, 진짜, 인간, 놈, 저, 정말, 데, 윤석열, 정신, 확인",청년들 중소기업에서 주는 월급이 그게 월급인냐 대보험으로 챙겨가는 정부가 나쁜넘이지,영아수당 지급
1079,5,0.0741,"나라, 진짜, 인간, 놈, 저, 정말, 데, 윤석열, 정신, 확인",찍 뇌없는 노인네들이 자식 손주 개작살 내는 모양 참 눈물나내,영아수당 지급
1085,5,0.0741,"나라, 진짜, 인간, 놈, 저, 정말, 데, 윤석열, 정신, 확인",오로지 국민대 논문만 살아 남았음,영아수당 지급
609,5,0.0741,"나라, 진짜, 인간, 놈, 저, 정말, 데, 윤석열, 정신, 확인",돈잔치네 부모급여 신속히 줘라 애국자들이쟌아요,영아수당 지급
1675,5,0.0741,"나라, 진짜, 인간, 놈, 저, 정말, 데, 윤석열, 정신, 확인",또라이 니돈이냐,영아수당 지급
747,5,0.0741,"나라, 진짜, 인간, 놈, 저, 정말, 데, 윤석열, 정신, 확인",여러분 거짓말입니다 이거 시스템 안되고 있어요,영아수당 지급
1662,5,0.0741,"나라, 진짜, 인간, 놈, 저, 정말, 데, 윤석열, 정신, 확인",집에서 부모님모시는,영아수당 지급
692,5,0.0741,"나라, 진짜, 인간, 놈, 저, 정말, 데, 윤석열, 정신, 확인",중공간첩을 죽여야 나라가 산다,영아수당 지급
802,5,0.0741,"나라, 진짜, 인간, 놈, 저, 정말, 데, 윤석열, 정신, 확인",어릴 때부터 경쟁에 치여 살았고 직장에 다니는 지금도 마찬가지다 이딴 사회에서 애가 받을 고통을 생각하면 이민가거나 안낳는게 낫다,영아수당 지급
666,5,0.0741,"나라, 진짜, 인간, 놈, 저, 정말, 데, 윤석열, 정신, 확인",월세지원을 해주면 그만큼 월세가 오르지 빡머갈아 ㅋㅋㅋㅋㅋㅋㅋㅋ,영아수당 지급
1617,5,0.0741,"나라, 진짜, 인간, 놈, 저, 정말, 데, 윤석열, 정신, 확인",이거 악용할 할매 할배들 얼마나많을지 저거받으려고 며느리애낳으라고 하는사람까지생길거임할머니들 열심히보는사람들도잇지만 젊은사람이봐도 힘든 애기를 노인들이보면서 힘드니까하루종일 티비틀어주고핸드폰쥐어주고 어쩔수없는 싸이클을 시작하려하네결국 애도 제대로안봐주고 돈받는거로 서로 의상하고애는애대로 부모자식간사이는 사이대로 척진다용돈안보내주는대신 이거 이름올리는걸로 돈받는걸로퉁쳐지는 제도로 전락하겟지,영아수당 지급
948,5,0.0741,"나라, 진짜, 인간, 놈, 저, 정말, 데, 윤석열, 정신, 확인",이 종자가 하는거라곤 혈세 탕진 말고는 없구나  ㅋ 혈세 조 들여서 지지율 몇 오르니 자신의 돈마냥  매표질을 하고 있네억 부채를 가진이들도 석열이 눈깔에는 취약계층이나까 억이면 진짜 취약계층 상공인 명에게 만원씩이나 줄수 있는 돈이다 사욕에만 눈이 멀어 나라 말아 처먹고 있는 석열아,영아수당 지급
691,5,0.0741,"나라, 진짜, 인간, 놈, 저, 정말, 데, 윤석열, 정신, 확인",사진만 내려주세요,영아수당 지급
1681,5,0.0741,"나라, 진짜, 인간, 놈, 저, 정말, 데, 윤석열, 정신, 확인",지손주  지가 돌보는데   내세금으로  또   ㅈㄹ      차라리  공립시설  더   늘리고    선생님들  처우 개선에    힘써라   그럼  기꺼이  세금 내고도   기쁘것다,영아수당 지급
1700,5,0.0741,"나라, 진짜, 인간, 놈, 저, 정말, 데, 윤석열, 정신, 확인",눈먼돈 대령이요,영아수당 지급
1566,5,0.0741,"나라, 진짜, 인간, 놈, 저, 정말, 데, 윤석열, 정신, 확인",청년 자립수당이 뭔지도 모르고 그냥 돈주는거라 싫다고 말하는 사람들 정신좀 차려라 근데돈도 돈이지만 아이들이 지낼수 있는 곳을 마련해 주는게 더 급할거 같은데 임대주택 년만이라도 그냥 살게해줘서 자리좀 잡을수 있게 도와줘라,영아수당 지급
1042,5,0.0741,"나라, 진짜, 인간, 놈, 저, 정말, 데, 윤석열, 정신, 확인",손자 손녀에게 쓰일 돈이 용산으로 흘러들어가니노인들 참 기쁘기도 하겠다,영아수당 지급
534,5,0.0741,"나라, 진짜, 인간, 놈, 저, 정말, 데, 윤석열, 정신, 확인",그때는 돈 제일 안들어요ㅜ,영아수당 지급
1704,5,0.0741,"나라, 진짜, 인간, 놈, 저, 정말, 데, 윤석열, 정신, 확인",이분은 머지않아 국힘 대선후보가되시고심지어 지지율도 등이실겁니다,영아수당 지급
1931,5,0.0726,"나라, 진짜, 인간, 놈, 저, 정말, 데, 윤석열, 정신, 확인",다자녀 혜택이나 늘려라 분양점수에 다자녀 점수 비중좀 늘려라,영아수당 지급
2001,5,0.0726,"나라, 진짜, 인간, 놈, 저, 정말, 데, 윤석열, 정신, 확인",손주돌보는 조부모에겐 아이맡긴 부모가 용돈주라고내 세금으로 니들 맘대로 선심쓰지말고맞벌이해서 외제차굴리고 명품쇼핑에 해외여행에안하는거 없이 다하면서 힘드네돈없네애키우기 힘드네 이러는것들한테 내가 왜 피같은 내세금을 써야되냐고,영아수당 지급
1510,5,0.0726,"나라, 진짜, 인간, 놈, 저, 정말, 데, 윤석열, 정신, 확인",근데 왜 마냥 돈도 못벌고 쩔쩔 매는 짐승들까지 거둘라고 별ㅈㄹ을 다하는거 ㅋㅋㅋ 나라꼴 잘돌아가네 능력이 없으면 피폐한 삶 살다가 지워지는게 당연한거야 무능력한 것들은 가치가 없는데 왜 자꾸 데려갈라 나대냐 국가야 ㅉㅉ 그러니 나라 꼬라지가 말이 아니지,영아수당 지급
1473,5,0.0726,"나라, 진짜, 인간, 놈, 저, 정말, 데, 윤석열, 정신, 확인",자립지원금 만원이라니 참,영아수당 지급
1436,5,0.0726,"나라, 진짜, 인간, 놈, 저, 정말, 데, 윤석열, 정신, 확인",근데 요즘 청년들은 왜 취업을 안하냐,영아수당 지급
1363,5,0.0726,"나라, 진짜, 인간, 놈, 저, 정말, 데, 윤석열, 정신, 확인",여지껏 아무도 결혼도 집사는것도 차도 쉽게 사지 못했고 고되게 일했는데 유독 세대만이 젊은 나이에 집이 없다고 절망하고 자기들 입맛에 맞는 좋은 직장이 없어서 절망하고 워라밸이 없다고 절망하고 돈이 없다고 절망하고 그런다 태어날 때 모두 다른 형편으로 태어났고 당연히 없는 집 사람이면 그만큼 열심히 일을 해서 모아야 하는데 자꾸  같은거에 빠져서는 허세만 가득하고 돈 펑펑 쓰는 부자들만 처다보고 있으니 자기 삶에 만족을 못하고 불평불만만 내뱉는다고 생각한다 노력하고 안되면 그때 가서 말해도 늦지 않다,영아수당 지급
1725,5,0.0726,"나라, 진짜, 인간, 놈, 저, 정말, 데, 윤석열, 정신, 확인",노인복지와 육아복지를 함께 겸할 수 있는 아주 좋은 정책이라 생각된다 매우 찬성,영아수당 지급
1629,5,0.0726,"나라, 진짜, 인간, 놈, 저, 정말, 데, 윤석열, 정신, 확인",ㅋㅋ ㅋ빨갱,영아수당 지급
1920,5,0.0726,"나라, 진짜, 인간, 놈, 저, 정말, 데, 윤석열, 정신, 확인",아무도 부모도 없고 남편은 집나가서 애 안보고 애 얼집 보내고 일하려해도 얼집 아동학대 당해서 안간다고 울고불고하고 일도못하고 애만 독박으로 보면서 생활고에 시달리는 진짜 어려운 사람들을 지원해주지 인기몰이나 저출산해결하려고 미끼 던지는것밖에 안되는 검은속내,영아수당 지급
2071,5,0.0726,"나라, 진짜, 인간, 놈, 저, 정말, 데, 윤석열, 정신, 확인",부모급여 말고 애 학교 들어가면서부터 나가는 사교육비를 해결하라고,영아수당 지급
1908,5,0.0726,"나라, 진짜, 인간, 놈, 저, 정말, 데, 윤석열, 정신, 확인",소나무에 솔방울을 많이 열리게 하려면 그 소나무를 힘들게 해야 종족을 유지하기 위해서 솔방울믈 많이 맺는다 그리고 후진국 일수록 출산율이 높다 결론은 배부르고 등 따시면 후세 생각 없다 나만 잘 먹고 잘 살면 되지,영아수당 지급
1783,5,0.0726,"나라, 진짜, 인간, 놈, 저, 정말, 데, 윤석열, 정신, 확인",장난하나,영아수당 지급
4,5,0.0726,"나라, 진짜, 인간, 놈, 저, 정말, 데, 윤석열, 정신, 확인",기사놈 사회성 없는거같음,영아수당 지급
1302,5,0.0726,"나라, 진짜, 인간, 놈, 저, 정말, 데, 윤석열, 정신, 확인",일도않하고 내가 미래다 이래버리면이거 아주 ㅈ 같은 소리야,영아수당 지급
