Document_No,Dominant_Topic,Topic_Perc_Contrib,Keywords,reply,policy
958,6,0.1051,"만원, 집, 년, 결혼, 월, 값, 공무원, 보고, 때문, 아기",일하고 싶냐 수원에 있는 구석 스포츠 가라 악덕블랙기업 영세업체,영아수당 지급
1673,6,0.1032,"만원, 집, 년, 결혼, 월, 값, 공무원, 보고, 때문, 아기",세금 열라거두고 여기저기다퍼주고   그만좀해라,영아수당 지급
1764,6,0.1027,"만원, 집, 년, 결혼, 월, 값, 공무원, 보고, 때문, 아기",맞벌이도 아닌데 집에서 놀면서 만원 받겠네,영아수당 지급
135,6,0.1014,"만원, 집, 년, 결혼, 월, 값, 공무원, 보고, 때문, 아기",저는 정부에서 지원해 주는 만원으로 분유값 기저귀값 충분했습니다 온전히 아이에게 사용되면 좋겠지만 범죄로 악용될까 무섭네요 ㅠ,영아수당 지급
1831,6,0.0979,"만원, 집, 년, 결혼, 월, 값, 공무원, 보고, 때문, 아기",이런  할머니  할아버지 그만   괴롭히자그냥 그돈으로  맞벌이   편하게 아침  저녁  방학때    확실히 국가가 돌봐 주셔요맞벌이   하고 아이  생기면 이게 가장 큰 고민인데 몇품 더준다고    부모가    좋아 하냐유치원 이런데 지원금 주어야 유치원   배불리는데  세금 쓰고제발 다  맞벌이 되면 다 아는  문제를 왜 국가 교육부만 모를까아침에 일찍 보내지 말라 하면 언제 부모는 출근하고 방학때  돌봄  안하면 직장부모는 어떻하고 오후에 유치원 놀이방  조부모가  없다면  받아 주질 않는 상황에,영아수당 지급
15,6,0.0979,"만원, 집, 년, 결혼, 월, 값, 공무원, 보고, 때문, 아기",영아기 기저귀값 우유값이 없어서 출산율이 저조한게 아닙니다 아이한명이 태어나면 말문이 틀이때부터 시작되는 교육비가 무서워서 출산율이 저조한거예요,영아수당 지급
600,6,0.0947,"만원, 집, 년, 결혼, 월, 값, 공무원, 보고, 때문, 아기",애들 클때까지 꾸준히 지원을 해줘야지요,영아수당 지급
1953,6,0.0947,"만원, 집, 년, 결혼, 월, 값, 공무원, 보고, 때문, 아기",하지마라,영아수당 지급
805,6,0.0919,"만원, 집, 년, 결혼, 월, 값, 공무원, 보고, 때문, 아기",에 인생을 조질순 없지 즐기다 가즈아,영아수당 지급
799,6,0.0919,"만원, 집, 년, 결혼, 월, 값, 공무원, 보고, 때문, 아기",만 세미만이면 지금 헌재 만 세미만 보육하고 있는 가정에 줘도 될텐데 꼭 이후 출생부터냐 ,영아수당 지급
658,6,0.0917,"만원, 집, 년, 결혼, 월, 값, 공무원, 보고, 때문, 아기",야 이정부는 돈만 퍼주면 되는줄 아는구나 노인들 복지좀 신경써라 이것들아,영아수당 지급
209,6,0.0903,"만원, 집, 년, 결혼, 월, 값, 공무원, 보고, 때문, 아기",출산율 올리는 세 가지 키워드는 남녀갈등 해소 집값안정 양질의 일자리인데 최저임금 받고 월세살이 하는 결혼적령기의 청년들이 잘도 결혼하겠다 나 한몸 살기 버거운데 이미 결혼한 사람들은 이런 거 안 줘도 여유있거나 밑바닥이지만 생식의 본능을 못 이기고 일단 낳고 방치하는 ㅎㅌㅊ부모들 양 극단이다,영아수당 지급
548,6,0.0903,"만원, 집, 년, 결혼, 월, 값, 공무원, 보고, 때문, 아기",헝가리 처럼 명 낳으면 천만원씩 줘라 년후에 인구 만명되면 국가 재앙 급이다 만원 만원 주면 누가 애낳냐  이기적인 젊은 여성들이 혹할만한 특단의 대책을 내놔라,영아수당 지급
1763,6,0.0901,"만원, 집, 년, 결혼, 월, 값, 공무원, 보고, 때문, 아기",ㅅㅅ ㅏ ㅇ 정치 정자도 모르는 것을이 난리치네,영아수당 지급
69,6,0.0901,"만원, 집, 년, 결혼, 월, 값, 공무원, 보고, 때문, 아기",만세 기준이 태어난 월 상관없이  적용이너요ㅜㅜ   년  월생 애기는  ㅠ,영아수당 지급
1997,6,0.0901,"만원, 집, 년, 결혼, 월, 값, 공무원, 보고, 때문, 아기",왜이렇게 비난들이지 우리언니 애 둘키우면서 연차쓰고 지각하고 봐주는 사람도 없이 일한다 그러다 이번 과장진급 못할꺼같다고 하더라 직장생활과 육아를 할수 있게 도와준다는데 육아휴직 가능한 직장 부터 들어가야겠다고 비난하다니 육휴 가능한 직장까지 알선해줘야하나 어휴,영아수당 지급
766,6,0.0901,"만원, 집, 년, 결혼, 월, 값, 공무원, 보고, 때문, 아기",만 세까지 줘라 그리고 만 세 이후로는 독립할수 있게 취업전까지 집도 무상임대로 줘라 그래야 애 낳지,영아수당 지급
1702,6,0.0901,"만원, 집, 년, 결혼, 월, 값, 공무원, 보고, 때문, 아기",요즘할머니할아버지도 맞벌이하세요,영아수당 지급
1267,6,0.0897,"만원, 집, 년, 결혼, 월, 값, 공무원, 보고, 때문, 아기",먹고 놀며 연금 안부어도 젊을땐 논다고 돈주고 늙으면 기초연금 주는데 누가 국민연금세금등등 매달 뜯기며 일하려 하겠는가,영아수당 지급
1780,6,0.0885,"만원, 집, 년, 결혼, 월, 값, 공무원, 보고, 때문, 아기",북 에 준 돈보다는 좋다문 등신이는 북에 퍼줬다,영아수당 지급
1133,6,0.0885,"만원, 집, 년, 결혼, 월, 값, 공무원, 보고, 때문, 아기",회장실 갈 때와 나올 때     ㅋㅋㅋ 우습다   으헤헤,영아수당 지급
289,6,0.0885,"만원, 집, 년, 결혼, 월, 값, 공무원, 보고, 때문, 아기",성인될때까지 인당 월 만원씩 지원해라,영아수당 지급
168,6,0.0885,"만원, 집, 년, 결혼, 월, 값, 공무원, 보고, 때문, 아기",지원금 늘리면 어린이집 얼씨구 좋다 특활비 뻥튀기하고  기업들은 분유값 기저귀 값 올리고 대환장 파티,영아수당 지급
812,6,0.0885,"만원, 집, 년, 결혼, 월, 값, 공무원, 보고, 때문, 아기",외벌이해도  애낳고 살수있게하면 더욱 애잘낳는다 맞벌이와 외벌이차이를 시범적으로 없애봐라 그럼 출산율 증가 예상해본다,영아수당 지급
1925,6,0.0885,"만원, 집, 년, 결혼, 월, 값, 공무원, 보고, 때문, 아기",내가 내는 세금 나도 혜택 좀 보자 설움 참아가며 뼈빠지게 일해 남 좋은 일만 시키고 있네,영아수당 지급
1521,6,0.0872,"만원, 집, 년, 결혼, 월, 값, 공무원, 보고, 때문, 아기",취약청년이란  단어 처음 들어본다도대체  어디서부터 어디까지 세금으로지원진심 세금내기싫다,영아수당 지급
1944,6,0.0869,"만원, 집, 년, 결혼, 월, 값, 공무원, 보고, 때문, 아기",멍청한넘 포장하느라 애쓴다,영아수당 지급
294,6,0.0869,"만원, 집, 년, 결혼, 월, 값, 공무원, 보고, 때문, 아기",이런식은 안된다는걸 년동안 보고도 이짓이냐머리가 그것밖에 안돌아가냐 부모들 개인시간을 가질수 있게 시 병원딸린 탁아소를 만들어라,영아수당 지급
391,6,0.0853,"만원, 집, 년, 결혼, 월, 값, 공무원, 보고, 때문, 아기",돈이 남아도는구나,영아수당 지급
1625,6,0.0853,"만원, 집, 년, 결혼, 월, 값, 공무원, 보고, 때문, 아기",너는 자꾸 뭐할려고 하지 말라니까가만히 있으라고 몇번 말하냐 그돈으로 하수도나 정비해라 휴  넌 확실히 아니다ㅡㅡ,영아수당 지급
1356,6,0.0847,"만원, 집, 년, 결혼, 월, 값, 공무원, 보고, 때문, 아기",나라빛이나갚아라 이런거 하지말고,영아수당 지급
837,6,0.0838,"만원, 집, 년, 결혼, 월, 값, 공무원, 보고, 때문, 아기",품격높은사회 개소리하고있네 인간같지더않은 부모들한테 돈 퍼준다고 학대가 사라지냐 지들 게임하고 친구만나서 술퍼마시고 나라에서 수당줘도 기저귀말려서 재사용하는냔놈들도 있고 돈주는건 너무 일차원적인 지원이다 범죄자들 형량 높이고 주거물가안정 시키면 알아서 결혼하고 애낳는다,영아수당 지급
214,6,0.0838,"만원, 집, 년, 결혼, 월, 값, 공무원, 보고, 때문, 아기",내 아들 초딩인데 갓난아기땐 돈때문에 힘든게 아니라 야근하고 왔는데 애까지 케어하느라 힘들었거든 근데 지금은 돈때문에 힘들어,영아수당 지급
166,6,0.0838,"만원, 집, 년, 결혼, 월, 값, 공무원, 보고, 때문, 아기",영유아때는 돈많이 안들어간다 딱히 명품질하지않는 한 윤석렬식년 생색내기 정책 년동안 중고생한테 용돈이나 책정하는것이 실효성 있을거다,영아수당 지급
125,6,0.0824,"만원, 집, 년, 결혼, 월, 값, 공무원, 보고, 때문, 아기",집을 못사니까 결혼도 못하고 애도 못낳는거다 멍충이들아 집값만 확 내려도 애들 낳는다 중고생들 공교육 제대로 시키고 학원에서 공부안해도 될만큼 어찌 옛날이 더 살기가 좋았을까,영아수당 지급
714,6,0.0824,"만원, 집, 년, 결혼, 월, 값, 공무원, 보고, 때문, 아기",일자리를 만들어줘야지 있는것도 없애려들지말고 에휴,영아수당 지급
20,6,0.081,"만원, 집, 년, 결혼, 월, 값, 공무원, 보고, 때문, 아기",년 동안 이면  으로 올라도 고작 인데 이걸로 결혼 출산율 오를거라 생각하니 애 안 낳아 본연놈이 뭘 알겠냐,영아수당 지급
144,6,0.0797,"만원, 집, 년, 결혼, 월, 값, 공무원, 보고, 때문, 아기",돈으로주면안된다 분명 시끄러워질꺼다 지역화페나 생필품 아기들한테들어가는거로해라,영아수당 지급
1222,6,0.0796,"만원, 집, 년, 결혼, 월, 값, 공무원, 보고, 때문, 아기",니미  그딴식으로 퍼주니까  일할  생각을  안하지    공장에  외노자들만 천진데 ,영아수당 지급
167,6,0.0796,"만원, 집, 년, 결혼, 월, 값, 공무원, 보고, 때문, 아기",애를 키워봤어야 알지  니돈 아니라고 세금 축내고 싶냐  세세는 누워있어 기저귀 분유값면 충분한데   만원이라니  차라리 어린이집 유치원 워킹맘 지원을 늘리는게 어떻니 ,영아수당 지급
893,6,0.0783,"만원, 집, 년, 결혼, 월, 값, 공무원, 보고, 때문, 아기",야 신병아 씬삐 소리 들어도 싸네  만 세 까지 어린이집에 보내지 않는 가정 부모 할머니들에게 명당 월 만 명만원 상당의 지원금을 지급하는게 맞다  윤씬삥아 너가 김건희 사이 아이 낳아키워 보았냐  실제 아이들 어린이집에 보내기 겁이나요 음양으로 애기들 확대하고 이로인한 트라우마가 엄청 심한 가정도 있어요 이런 가정은 할머니가 아이들 봐야하거던,영아수당 지급
74,6,0.078,"만원, 집, 년, 결혼, 월, 값, 공무원, 보고, 때문, 아기",년생도 월령안에 들면 줘야지 그게 무슨 소급이냐 미친소리하네 진짜 ㅋㅋㅋ 돈없으면 없다해라 준다했다 안준다했다 맘대로네,영아수당 지급
858,6,0.0741,"만원, 집, 년, 결혼, 월, 값, 공무원, 보고, 때문, 아기",애낳으라고 제발 정부에서 지원해준다자나,영아수당 지급
835,6,0.0741,"만원, 집, 년, 결혼, 월, 값, 공무원, 보고, 때문, 아기",선거전이라막던지네,영아수당 지급
349,6,0.0741,"만원, 집, 년, 결혼, 월, 값, 공무원, 보고, 때문, 아기",그냥 전업주부  출산으로 묶어서 패키지로 만원 해,영아수당 지급
1651,6,0.0741,"만원, 집, 년, 결혼, 월, 값, 공무원, 보고, 때문, 아기",지돈 아니라고 아주 돈즈롤을 하는구나 그런다고 애낳냐 집값이나 잡아서 주거걱정이나 덜어줘라,영아수당 지급
1114,6,0.0741,"만원, 집, 년, 결혼, 월, 값, 공무원, 보고, 때문, 아기",국가가 책임지고 지옥으로 ㅋㅋㅋㅋ,영아수당 지급
1104,6,0.0741,"만원, 집, 년, 결혼, 월, 값, 공무원, 보고, 때문, 아기",슬슬 추워지는데 촛불 들고 나가야 하나,영아수당 지급
79,6,0.0741,"만원, 집, 년, 결혼, 월, 값, 공무원, 보고, 때문, 아기",출생월일로 따져야죠 월일 태어나면 월생들은 전체적용해줘야지,영아수당 지급
1756,6,0.0741,"만원, 집, 년, 결혼, 월, 값, 공무원, 보고, 때문, 아기",부정수급 방지대책도 세우지 않은 상태에서 정책 발표를 하다니 서울시 수준이 형편없네,영아수당 지급
439,6,0.0741,"만원, 집, 년, 결혼, 월, 값, 공무원, 보고, 때문, 아기",똥멍청이들아  돈 주니까 출산을 더하더냐   한심하다  진짜,영아수당 지급
851,6,0.0741,"만원, 집, 년, 결혼, 월, 값, 공무원, 보고, 때문, 아기",돈이 하늘에서 막 쏟아지는갑네 유은혜 나도 좀 쓸께요 이거니,영아수당 지급
549,6,0.0741,"만원, 집, 년, 결혼, 월, 값, 공무원, 보고, 때문, 아기",단기간 저렇게 한다는게 글쎄어린이집 추가 필요경비나 유치원 필요경비를 전부 지원해주고 분유기저귀 예방접종비용 고정적인거부터 지원해주는게 더 현실적으로 낫지 않니요 일하는 워킹맘은 육아휴직 기본년에 월급 프로 주고 나중에 아이 돌봐주고 맡기는 그런부분을더 현실적으로 마련해주지,영아수당 지급
60,6,0.0741,"만원, 집, 년, 결혼, 월, 값, 공무원, 보고, 때문, 아기",내년부터 만나이 도입까지하는데만원 차이도 아니고 공약에 있는 만세 만세 약속 지켜라,영아수당 지급
535,6,0.0741,"만원, 집, 년, 결혼, 월, 값, 공무원, 보고, 때문, 아기",나라를 거덜 내려고하네,영아수당 지급
584,6,0.0741,"만원, 집, 년, 결혼, 월, 값, 공무원, 보고, 때문, 아기",세이상 진료비나 병원비 지원좀해주지,영아수당 지급
1562,6,0.0734,"만원, 집, 년, 결혼, 월, 값, 공무원, 보고, 때문, 아기",청년 자립수당 하 청년이  자립할때  수당이  필요한가월 만원 용돈  받으면서  자립하겠어 자립심히  뭔지는  일고  정한간가대단하다 돈  따박따박 주는 데  자립심  잘  생기겠다,영아수당 지급
38,6,0.0734,"만원, 집, 년, 결혼, 월, 값, 공무원, 보고, 때문, 아기",진짜 대환장쇼입니다월중에 시스템 관련 기능 다 오픈한다더니 반도 안된 것 같고,영아수당 지급
299,6,0.0726,"만원, 집, 년, 결혼, 월, 값, 공무원, 보고, 때문, 아기",미분양도 많은데  출산시  집한채씩 줘라,영아수당 지급
646,6,0.0726,"만원, 집, 년, 결혼, 월, 값, 공무원, 보고, 때문, 아기",소득세 건보료 각종 세금 다 쳐올려서  뜯어가놓고  주면 고맙다고 애를 낳냐 대깨문이 이래서 정신병이지,영아수당 지급
361,6,0.0726,"만원, 집, 년, 결혼, 월, 값, 공무원, 보고, 때문, 아기",아이고  늙은이들 아직도정신못차리네,영아수당 지급
1638,6,0.0726,"만원, 집, 년, 결혼, 월, 값, 공무원, 보고, 때문, 아기",자기 자식 들 돌 보는데 왠 수당 자기 돈 아니라고 막 쓰는 인간들 한심하다,영아수당 지급
649,6,0.0726,"만원, 집, 년, 결혼, 월, 값, 공무원, 보고, 때문, 아기",장하성 디스커버리펀드 먹튀 골때려 소주성 좋아하네 장하성 처벌 마땅,영아수당 지급
1661,6,0.0726,"만원, 집, 년, 결혼, 월, 값, 공무원, 보고, 때문, 아기",제발 저출산 및 육아 고통을 위해 예산 낭비좀 하지마세요 그 몇조원 되는 돈으로 억대 아파트 서울에 만호 공급하세요 그럼 알아서 애도 낳고 육아 스트레스도 사라집니다 제발 현실을 똑바로 보고 일하세요 쫌,영아수당 지급
1855,6,0.0726,"만원, 집, 년, 결혼, 월, 값, 공무원, 보고, 때문, 아기",울 세금 아주 팡팡 써되네 아놔 이것들이 진짜 친인척 할매들 이름걸어놓고 돈타먹기 딱일쎄,영아수당 지급
529,6,0.0726,"만원, 집, 년, 결혼, 월, 값, 공무원, 보고, 때문, 아기",저소득층을 구분해서 지급해라,영아수당 지급
992,6,0.0726,"만원, 집, 년, 결혼, 월, 값, 공무원, 보고, 때문, 아기",에휴  그만 좀 돈질해라   고작 저따위 수당 지급밖에 생각이 안나든   부정 수급  형평성 논란 심할거 같지 않냐 어휴 시청엔 등신들만 있나,영아수당 지급
786,6,0.0726,"만원, 집, 년, 결혼, 월, 값, 공무원, 보고, 때문, 아기",입법조사처 이것들 애있는지부터 조사해보자 애있으면 저런말 안나온다,영아수당 지급
433,6,0.0726,"만원, 집, 년, 결혼, 월, 값, 공무원, 보고, 때문, 아기",학원비가 문제예요,영아수당 지급
240,6,0.0726,"만원, 집, 년, 결혼, 월, 값, 공무원, 보고, 때문, 아기",또또  월  받아먹을라고  무책임스리 까질러서는 방임하는 철없는 부모들  생겨날라  걱정이두나,영아수당 지급
823,6,0.0726,"만원, 집, 년, 결혼, 월, 값, 공무원, 보고, 때문, 아기",뭔데 돈을주라말라는거야 기업돈이 니돈이냐 재원에 대해선 일언반구없고 규제만 졸라게해대니 공산주의란 말듣는거지 부동산이나 년전으로 돌려놔라 개한심한것들아,영아수당 지급
840,6,0.0726,"만원, 집, 년, 결혼, 월, 값, 공무원, 보고, 때문, 아기",전업주부는 직업군에 안들어가나전업주부도 똑같이 주라,영아수당 지급
265,6,0.0726,"만원, 집, 년, 결혼, 월, 값, 공무원, 보고, 때문, 아기",솔직히 년이면 뭔 소용이 있냐 의무교육할때까지는 주면 출생율 많이 오를듯,영아수당 지급
530,6,0.0716,"만원, 집, 년, 결혼, 월, 값, 공무원, 보고, 때문, 아기",기저귀 분유값에 도움이 되겠네요,영아수당 지급
1488,6,0.0713,"만원, 집, 년, 결혼, 월, 값, 공무원, 보고, 때문, 아기",젊은 청년들한테 자립금을 주는 자체가 일안해도 되게 만들고 있는데 세금을 좀 제대로 써줬우면 합니다 아 아까운 세금 ㅠ,영아수당 지급
2023,6,0.0713,"만원, 집, 년, 결혼, 월, 값, 공무원, 보고, 때문, 아기",다퍼주다 베네주엘라꼴날듯빨갱인가,영아수당 지급
1,6,0.0713,"만원, 집, 년, 결혼, 월, 값, 공무원, 보고, 때문, 아기",와 년 주는거도 건드리네 더줄생각은 못하고,영아수당 지급
1472,6,0.0713,"만원, 집, 년, 결혼, 월, 값, 공무원, 보고, 때문, 아기",국민들이 착각하고있는게여성은 여성이라는이유로 이건 기본으로 깔고 여성시리즈 혜택 추가로 받음난 진짜 생리휴가 이거 없어져야 한다고 생각전세계에서 대한민국이 유일 생리하는지 안하는지 검사도 못함병가보다도 더 개꿀,영아수당 지급
270,6,0.0713,"만원, 집, 년, 결혼, 월, 값, 공무원, 보고, 때문, 아기",대 이상 결혼 못한 한남들은 수면제 먹이고 대중교통 이용시켜야함 아님 따로 격리하든지,영아수당 지급
363,6,0.0713,"만원, 집, 년, 결혼, 월, 값, 공무원, 보고, 때문, 아기",세세까진 지급해야지,영아수당 지급
428,6,0.0713,"만원, 집, 년, 결혼, 월, 값, 공무원, 보고, 때문, 아기",우리나라  이러다   노인들만   ㅋ ㅋ  ㅋㅋㅋ   썩은내가 진동,영아수당 지급
456,6,0.0713,"만원, 집, 년, 결혼, 월, 값, 공무원, 보고, 때문, 아기",돈타려고 입양 학대가 늘지않게 감독 철저히 해야,영아수당 지급
498,6,0.0713,"만원, 집, 년, 결혼, 월, 값, 공무원, 보고, 때문, 아기",굿,영아수당 지급
1211,6,0.0713,"만원, 집, 년, 결혼, 월, 값, 공무원, 보고, 때문, 아기",아니 젊고 건강한 청년들한테 무슨 지원금 허  진짜 그돈으로 정말 어렵고 힘든 취약 계층들 도와줘라,영아수당 지급
1116,6,0.0713,"만원, 집, 년, 결혼, 월, 값, 공무원, 보고, 때문, 아기",이번찍은 인간들은 생각이 있는거냐 머리는 왜달고사는거냐,영아수당 지급
1054,6,0.0713,"만원, 집, 년, 결혼, 월, 값, 공무원, 보고, 때문, 아기",대기업 감세 조원의 여파 그리고 용산돼지우리로 옮기는 데 조 모자란 돈은 사회 취약계층 서민 예산에서 빼서 쓰고 그래도  개돼지들은 빨고 앉았쥬,영아수당 지급
1050,6,0.0713,"만원, 집, 년, 결혼, 월, 값, 공무원, 보고, 때문, 아기",나는 쟤  뽑지도않았는데 왜 피해를봐  애들노인복지 다 깎아먹고,영아수당 지급
302,6,0.0713,"만원, 집, 년, 결혼, 월, 값, 공무원, 보고, 때문, 아기",월에 둘째 낳았는데 돈도 좋지만 주거나 양육환경 개선이 더 시급한것 같네요,영아수당 지급
539,6,0.0707,"만원, 집, 년, 결혼, 월, 값, 공무원, 보고, 때문, 아기",애 낳아 먹이고 입히는 정도의 양육이 아니라남들 하는 거 지기 싫고 내 아이 일류 만들려고 과잉소비하는거 그걸 왜 나라에서 온 국민이 나눠 부담하는지 심지어 싹수도 없고 공부 싫어하는 애들을 이 학원 저 학원 내돌리는 과소비가 나라가 책임질 일인가,영아수당 지급
829,6,0.07,"만원, 집, 년, 결혼, 월, 값, 공무원, 보고, 때문, 아기",돈으로 지원을 늘리지 말고 부부가 같이 일과 육아를 병행할 환경을 만드는게 중요합니다 회사와 근로자 모두 부담스러워서 쓰지 못해요 단축 탄력근무제가 가능한 정책을 더 고민해주세요,영아수당 지급
208,6,0.07,"만원, 집, 년, 결혼, 월, 값, 공무원, 보고, 때문, 아기",돈을 떠나 아기는 축복 입니다  저출산시대 이만한투자가 없습니다  이유야어떻든 여유되면 아이에대한 투자는 계속되야 합니다,영아수당 지급
1226,6,0.07,"만원, 집, 년, 결혼, 월, 값, 공무원, 보고, 때문, 아기",청년들 더 일자리 안구하겠다매달만원  공짜로 그냥주면 나라도 일안함,영아수당 지급
1621,6,0.07,"만원, 집, 년, 결혼, 월, 값, 공무원, 보고, 때문, 아기",근데 진짜로 육아하는지 안하는지 어찌알어매일 확인하러올수도없고,영아수당 지급
301,6,0.07,"만원, 집, 년, 결혼, 월, 값, 공무원, 보고, 때문, 아기",딱 애 낳을때만 잘해준다 ㅋㅋ 놓고 몇년 지나봐라 뭐 없다,영아수당 지급
1352,6,0.0694,"만원, 집, 년, 결혼, 월, 값, 공무원, 보고, 때문, 아기",돈을줄게아니라 돈을벌수있게 적극헉으로 취업구제좀,영아수당 지급
1405,6,0.0687,"만원, 집, 년, 결혼, 월, 값, 공무원, 보고, 때문, 아기",난 아무해당안되네 짜증나네대올림ㅡㅡ,영아수당 지급
434,6,0.0687,"만원, 집, 년, 결혼, 월, 값, 공무원, 보고, 때문, 아기",아니 진심으로 물어 보고 싶는데 왜왜왜설마 이렇게하면 출산율 기대하는건 아니겠지,영아수당 지급
367,6,0.0687,"만원, 집, 년, 결혼, 월, 값, 공무원, 보고, 때문, 아기",누구나 아는저출산해법을엉뚱하게하네현시국은초저출산국가로인가구노인층급증이결국강북남 균형발전시대를 초래해법강남용산인프라 개발년금지강남재건축은리모델링재건축가로주택사업만 허용강북도봉구낙후 재개발 확대용산땅정비창미군땅년장기전세 투룸아파트만호공급한남 임대비율임사만채 처분으로공급충분또한 주택 초과자임사자종부세 배 증가로 투기잡고주거저출산의저성장소비감소해결책인장기투룸 전세공급건설업일군호황가계부채 감소소비출산 증가전세금으로 국가재정튼튼,영아수당 지급
