Document_No,Dominant_Topic,Topic_Perc_Contrib,Keywords,reply,policy
1575,13,0.0869,"국민, 혜택, 정부, 등, 소리, 나, 거지, 위, 도움, 짓", 대깨들은 왜 항상 기사 본문은 안읽고 즈그 하고싶은 소리만 하고 무식한거 자랑하고 다니냐 취약청년이 무슨 일 안하고 취직 못한애들인줄 알고있네 모르면 검색이나 해 핑프 꼰대들아 ㅋㅋ취약청년은 아동양육시설 공동생활가정 가정위탁 등의 보호를 받다가 만 세 이후 보호가 종료되어 홀로서기에 나서는 청년으로 자립 후 년간 수당을 받는 청년은 년 말 기준 약 만 명이다,영아수당 지급
674,13,0.0864,"국민, 혜택, 정부, 등, 소리, 나, 거지, 위, 도움, 짓",그돈은 어디서 나올까결국 니돈아니라 세금이잖아 왜니가주는거 마냥얘기하냐 진짜 국민등에 빨대를꼽는구나,영아수당 지급
1148,13,0.0864,"국민, 혜택, 정부, 등, 소리, 나, 거지, 위, 도움, 짓",저런것도 인간이라고,영아수당 지급
663,13,0.0853,"국민, 혜택, 정부, 등, 소리, 나, 거지, 위, 도움, 짓", 만원 이건 아니야쓸데없는데는 엄청나게 쓰면서 정치적으로 쓰지말고 좁은나라에 길이나 만들고 공항이나 짖지말고결혼하고 아이 출생하면 최소한 억이상은 줘야한다아니면 임대아파트를 줘야 결혼하고 출산하지그리고 고등학교까지 무상교육  이정도는 한국의 경제력으로 할수있다여성복지부의 출산 장려금 예산 조는 어디로갔나일년에 결혼하는 쌍도 얼마 않되는데,영아수당 지급
895,13,0.0853,"국민, 혜택, 정부, 등, 소리, 나, 거지, 위, 도움, 짓",부자감세로 재원은 빵꾸가 나  그런데 복지 공약 지킨다고 생색은 내야 돼  그래서 어떻게 한다  기존 급여를 동결 또는 삭감하고 이름만 하나 내서 신설 급여를 만드는 거지   그럼 윤무식 지지자는 우리 대통령 최고다 박수를 치겠지 조삼모사 원숭이들 처럼 ㅋㅋ,영아수당 지급
436,13,0.0848,"국민, 혜택, 정부, 등, 소리, 나, 거지, 위, 도움, 짓",미친 짓만 하네인간아부동산 반값 으로 하면 되껌값  줘서 뭐하려고애들이 껌이냐껌값이나 주게한국 고질병인 주거비교육비를  해결하면 될것을머리가 없으니,영아수당 지급
673,13,0.0838,"국민, 혜택, 정부, 등, 소리, 나, 거지, 위, 도움, 짓",대한민국의 존립과 청년미래를 위해 반드시 필요한일  종북주사파좌파 이재명문재인 인민정권추방 민노총해체 전교조해체 원전건설확대 지방자치제도폐지 대연금통합군인공무원사학국민연금 전기수도유류가격 고시제도 실시 국회의원명으로 축소 및 국회의원보좌비서제도 폐지 선거비용 지원제도 폐지,영아수당 지급
98,13,0.0833,"국민, 혜택, 정부, 등, 소리, 나, 거지, 위, 도움, 짓",장애인지원은 시민단체등에게 맡기고 정부는 신생아 보육양육에 신경집중 만세까지 국가가 감시하고 보호하는 정책을 펴도 저출산풍토에 모자랄판같다,영아수당 지급
410,13,0.0833,"국민, 혜택, 정부, 등, 소리, 나, 거지, 위, 도움, 짓",세 세 가  지난 아이들은 어떻게 해주나요 이미 크고있는 아이의 부모는 이런정책이 달갑지는 않습니다 지원도 제대로 못받고 악착같이 벌어서 키웠는데그에 따른 혜택은 하나도 못받고시간이 지나면 이런 정책이  대통령이 바뀌면 또 바뀌겠죠근로장려금 이런것도 그냥 국세청자료만의로 선정하고 자영업자 현금 매출 신고안하는사람 천지입니다꼬바꼬박신고해서 세금 다내고 혜택은 하나도 못받고 이런게 상대적박탈감인거죠,영아수당 지급
1964,13,0.0828,"국민, 혜택, 정부, 등, 소리, 나, 거지, 위, 도움, 짓",아니 왜 세금을 저런데 쓰나요 저두 애키우는 사람이지만 ㅜㅡ,영아수당 지급
1333,13,0.0824,"국민, 혜택, 정부, 등, 소리, 나, 거지, 위, 도움, 짓",부모급여 지금도 애들 유치원보내고 모여서 수다떨고있는데 그런사람들 수당까지줘야하나 애들 유치원비 지원도 많이해주는데,영아수당 지급
187,13,0.0824,"국민, 혜택, 정부, 등, 소리, 나, 거지, 위, 도움, 짓",국민의  혈세로  왜  맘대로  돈을  뿌리는지돈말고  아기들이  필요한  분유 기저귀등  물품으로지급하는게 맞는거아닌가이러다  나라 부도나겠다,영아수당 지급
431,13,0.0816,"국민, 혜택, 정부, 등, 소리, 나, 거지, 위, 도움, 짓",안받고 안 낳는다,영아수당 지급
922,13,0.0812,"국민, 혜택, 정부, 등, 소리, 나, 거지, 위, 도움, 짓",나라빚은 언제 갚을꺼냐계획은 있냐갈수록 빚잔치만 하겠구나 ,영아수당 지급
523,13,0.081,"국민, 혜택, 정부, 등, 소리, 나, 거지, 위, 도움, 짓",응 안낳아,영아수당 지급
307,13,0.0797,"국민, 혜택, 정부, 등, 소리, 나, 거지, 위, 도움, 짓",능력없는지도자의 특징은 돈풀기로 국민의 호응을 얻으려고 하지요 원조는 문재인이었는데 석열이도 닮아가는 중이네요원조보다 더한 이재명이 기다리고 있는데 대한민국의 최후의 날을 기다리고 있는 듯,영아수당 지급
21,13,0.0794,"국민, 혜택, 정부, 등, 소리, 나, 거지, 위, 도움, 짓",윤통 니하고픈 대로 해라 어짜피 욕할놈들 더욕한다 나 나 똑 같다 응원한다,영아수당 지급
960,13,0.0776,"국민, 혜택, 정부, 등, 소리, 나, 거지, 위, 도움, 짓",예비군들이나 챙겨라,영아수당 지급
1732,13,0.0754,"국민, 혜택, 정부, 등, 소리, 나, 거지, 위, 도움, 짓",제발 신중하게 정책 좀 내놔라  한번 잘못낸 길은 바로잡기  힘들어진다  이기적인 사람들만 팽배하니 나라가 참으로 한심하다,영아수당 지급
916,13,0.0748,"국민, 혜택, 정부, 등, 소리, 나, 거지, 위, 도움, 짓",한국은 복지를 줄여야됨 가만히 있어도 돈 퍼주니깐 일을 안함 기생수 거지들은 강제로 국가가 일 시키면서 돈 줘야된다,영아수당 지급
1799,13,0.0747,"국민, 혜택, 정부, 등, 소리, 나, 거지, 위, 도움, 짓",미쳤구나부모가 알아서 해결해야지 나라에서 왜 돈을 줘 세 입학부터 말도 안되는걸 자꾸 내세우더니 나중엔 뭐가 나오려나,영아수당 지급
612,13,0.0741,"국민, 혜택, 정부, 등, 소리, 나, 거지, 위, 도움, 짓",대한민국 정부에서 통일해라 아이 태어나면 대학교 입학 시까지 가구당 월 만원 지급 세계 최저 출생국 국가에서 이 정도는 해야지 각종 중복 지원금 다 삭제하고 가구당 월 만원 지급,영아수당 지급
1703,13,0.0741,"국민, 혜택, 정부, 등, 소리, 나, 거지, 위, 도움, 짓",탁아소하면 평생연금에다가 월만원 주라,영아수당 지급
1655,13,0.0741,"국민, 혜택, 정부, 등, 소리, 나, 거지, 위, 도움, 짓",그걸 어찌 증명하나요,영아수당 지급
1557,13,0.0741,"국민, 혜택, 정부, 등, 소리, 나, 거지, 위, 도움, 짓",장애자도 마찬가지  그만좀,영아수당 지급
1970,13,0.0741,"국민, 혜택, 정부, 등, 소리, 나, 거지, 위, 도움, 짓",복지   너무  넘친다   큰일나긧다,영아수당 지급
574,13,0.0741,"국민, 혜택, 정부, 등, 소리, 나, 거지, 위, 도움, 짓",부모급여ㅡㅡ왜 조부모급여도 주지 그러냐 이런 미봉책으로 출산율 높일 수 있을 것 같냐 예산만 까묵지,영아수당 지급
2024,13,0.0741,"국민, 혜택, 정부, 등, 소리, 나, 거지, 위, 도움, 짓",투표권 없는 학생 무상급식은 안되고 투표권 있는 조부모는 월 만 ,영아수당 지급
1409,13,0.0726,"국민, 혜택, 정부, 등, 소리, 나, 거지, 위, 도움, 짓",애맡기고 커피먹고 수다떨고 띵까띵까 하는 엄마들 돈 주지말고 국민연금  고갈시키지말고 잘해,영아수당 지급
1851,13,0.0726,"국민, 혜택, 정부, 등, 소리, 나, 거지, 위, 도움, 짓",일단 만원 가지고 출산율 프로도 효과 없음 ㅋㅋ,영아수당 지급
930,13,0.0726,"국민, 혜택, 정부, 등, 소리, 나, 거지, 위, 도움, 짓",어색한 분위기,영아수당 지급
269,13,0.0726,"국민, 혜택, 정부, 등, 소리, 나, 거지, 위, 도움, 짓",문정부 돈펑펑쓴다고 하더니 지들은 더하네 ㅋ,영아수당 지급
698,13,0.0726,"국민, 혜택, 정부, 등, 소리, 나, 거지, 위, 도움, 짓",눈물쑈 정치쑈의 달인눈물쑈정치쑈로 국민에게 사기쳐 보려고 해도 이재명의 눈물은 악어의 눈물인것을 국민들이 모를까악어의 눈물  먹이를 잡아먹을때 흘리는 눈물먹이  국민소시오패스자기의 이익을 위해서는 궤변이나 거짓말등 어떤짓이라도 서슴치않는 인간,영아수당 지급
337,13,0.0726,"국민, 혜택, 정부, 등, 소리, 나, 거지, 위, 도움, 짓",동남아 이모들좀 쓰게 해줘라외국 주재원으로 나가보면 그것만큼 좋은게 없다 여기선 이모님들 뫼시고 사니 ㅠㅠ,영아수당 지급
844,13,0.0726,"국민, 혜택, 정부, 등, 소리, 나, 거지, 위, 도움, 짓",니가 낳아라 그 돈 줄테니까도대체가 그많은 예산 어디쓰고 그게 돈이니 니네 쓰지말고 인당 천씩줘라,영아수당 지급
334,13,0.0726,"국민, 혜택, 정부, 등, 소리, 나, 거지, 위, 도움, 짓",거지 새끼들이 무슨 벼슬인가,영아수당 지급
478,13,0.0726,"국민, 혜택, 정부, 등, 소리, 나, 거지, 위, 도움, 짓",사교육 없애고 외 추가로 교육채널 만들어라 사교육만 없애도 거의 한집당 만원 아끼는 효과 낼 수 있는데 참 학교에서 학생 개별 특성에도 맞지않는 교육시킨다고 엄한 교사들 월급 주지말고 사이버 교육이나 더 풍부하고 다양하게 만들어라 교육의 질 자체가 엉망인데 애들보고 대학수학능력이 부족하다고 하지말고 교육의 질부터 높이고 교육격차 해결을 위해 국가에서 전과목 교육프로그램 동영상 만들어 시청할수있게 해라  똑같은 내용으로 배우고 사교육 못받게 하면 서울애나 지방애나 동등한 교육을 받을 기회라도 생기잖아,영아수당 지급
1386,13,0.072,"국민, 혜택, 정부, 등, 소리, 나, 거지, 위, 도움, 짓",대학 무상교육 같은 걸 해주세요,영아수당 지급
628,13,0.0713,"국민, 혜택, 정부, 등, 소리, 나, 거지, 위, 도움, 짓",아동학대성폭력보육교사가 애 때리는거 못봤냐 이런거나 강력처벌이나해 자꾸 지들돈도 아니면서 세금으로 뿌려대고 솜방망이 처벌하지말고 후진국도 우리나라보다 강력처벌하드라,영아수당 지급
124,13,0.0713,"국민, 혜택, 정부, 등, 소리, 나, 거지, 위, 도움, 짓",출산한 부모에게 무한정혜택을줘야  낳을까말까인데 ,영아수당 지급
1466,13,0.0705,"국민, 혜택, 정부, 등, 소리, 나, 거지, 위, 도움, 짓",ㅋㅋㅋㅋㅋ 어디 소꼽장난 하냐 ㅋㅋㅋㅋㅋ 웃겨서 ㅋㅋㅋ,영아수당 지급
1373,13,0.0705,"국민, 혜택, 정부, 등, 소리, 나, 거지, 위, 도움, 짓",애새끼들은 실업수당 주지마라 몇달 일하고 실업수당 받아 처먹으면서 흥청망청 한다 들,영아수당 지급
704,13,0.0705,"국민, 혜택, 정부, 등, 소리, 나, 거지, 위, 도움, 짓",그냥 아무것도 하지말고 잠이나 자라,영아수당 지급
541,13,0.07,"국민, 혜택, 정부, 등, 소리, 나, 거지, 위, 도움, 짓",왜,영아수당 지급
705,13,0.07,"국민, 혜택, 정부, 등, 소리, 나, 거지, 위, 도움, 짓",국민들을 전부 바보로 만들고있는 정책 ㅜㅜ,영아수당 지급
1490,13,0.07,"국민, 혜택, 정부, 등, 소리, 나, 거지, 위, 도움, 짓",하  진짜 욕이 안나올수가없다윤석열씨당신이 문재앙과 다른게 뭐요현 정권이나  전 정권이나  도찐개찐이네이 나라에는  청년밖에없냐 이러니  일을 안하지,영아수당 지급
459,13,0.0697,"국민, 혜택, 정부, 등, 소리, 나, 거지, 위, 도움, 짓",이거 다 부질없는데출산률 높이고 싶으면 를 못하게해라다 잘사는거만 보니까 눈높이가 하늘을 찌르잖아태반이 이것저것 해줄수록 더 원하기만 한다,영아수당 지급
767,13,0.0697,"국민, 혜택, 정부, 등, 소리, 나, 거지, 위, 도움, 짓",소대가리    그저 하늘만 보고 있지 그저눈치만 보고 있지 음숟가락 은  언제 올려야  하나 음,영아수당 지급
2018,13,0.0684,"국민, 혜택, 정부, 등, 소리, 나, 거지, 위, 도움, 짓",짧은 생각에서 아이디어 나왔네요 그게 바람직하다고 보는건가,영아수당 지급
675,13,0.0684,"국민, 혜택, 정부, 등, 소리, 나, 거지, 위, 도움, 짓",니가 빨리 그 자리에서 내려오는게 국민 삶에 도움된다,영아수당 지급
