Document_No,Dominant_Topic,Topic_Perc_Contrib,Keywords,reply,policy
408,3,0.0994,"돈, 육아, 살, 개, 서울, 얼마나, 용돈, 손주, 자기, 도대체",안그래도  책임감없이 싸질러놓고  학대하고 방임하는것들 이거 악용하면 어쩌누ㅜㅜ,영아수당 지급
1992,3,0.0994,"돈, 육아, 살, 개, 서울, 얼마나, 용돈, 손주, 자기, 도대체",지 새끼 지가 돌보는데 왜 수당을 나라에서 주나요 손주 돌보니 자식들에게 받으세요,영아수당 지급
1748,3,0.099,"돈, 육아, 살, 개, 서울, 얼마나, 용돈, 손주, 자기, 도대체",저 예산으로 탁아시설 만들 수 있죠 근데 생각해 보세요 왜 조부모가 나왔는지일력도 부족 할 뿐 아니라선생의 자질을 못 갖춘 사람들이 일을 하니 애들을 물건 취급하고 부모들이 못 믿는거죠욕만 하지 말고 세상이 왜 이리 됐는지 생각을 하면서 더 좋은 방법을 생각하세요 그저 욕만 하려 하지 말고  중요한 건 인구가 줄고 있고 그 모든 짐을 지금 젊은 세대에게 지운 다는 건 무리가 있습니다 욕만 하다가 언젠간 대한민국 지도에서 없어집니다,영아수당 지급
1804,3,0.0972,"돈, 육아, 살, 개, 서울, 얼마나, 용돈, 손주, 자기, 도대체",뭔 육아정책은 죄다 돈돈돈이네 지금까지 그렇게 돈 뿌렸는데 출산율 개차반인거보면 드는 생각이 없어 나라에 돈 바라는 그지들만 늘어나고 에휴,영아수당 지급
1771,3,0.0963,"돈, 육아, 살, 개, 서울, 얼마나, 용돈, 손주, 자기, 도대체",이건아니에요ㅠㅠ,영아수당 지급
1583,3,0.0947,"돈, 육아, 살, 개, 서울, 얼마나, 용돈, 손주, 자기, 도대체",이건 머지     자기아이 자기가 키우고 안되면 어린이집 보내고 하면되는거지 왜 국가가 전체를 지원하나 진정 손길이 필요한 가정에  손길이 되야지 이런거 고마워 하지도 않고 결국 국가재저에 빵구만 날것을,영아수당 지급
1498,3,0.0937,"돈, 육아, 살, 개, 서울, 얼마나, 용돈, 손주, 자기, 도대체",세그이 남아도니 멀쩡한것들 퍼먹이려 세금만올리고,영아수당 지급
1524,3,0.0936,"돈, 육아, 살, 개, 서울, 얼마나, 용돈, 손주, 자기, 도대체",일하는 사람들한테  월급을  올려죠라그리고 대 직장인은 호구냐세금은 겁나 떼고 혜택은 하나도 없고대출이라도 완화하고 이자율을 낮추던가진짜  개빡치네,영아수당 지급
967,3,0.0935,"돈, 육아, 살, 개, 서울, 얼마나, 용돈, 손주, 자기, 도대체",그럴 예산 있으면 그냥 육아 수당을 높이는게 훨 나을듯이게 뭔 뻘짓이냐,영아수당 지급
1961,3,0.0933,"돈, 육아, 살, 개, 서울, 얼마나, 용돈, 손주, 자기, 도대체",주는건 좋으나 또 많은편법으로 국민들세금빼가는사람들생각하면,영아수당 지급
670,3,0.092,"돈, 육아, 살, 개, 서울, 얼마나, 용돈, 손주, 자기, 도대체",회사자리많은데 요즘 젊은청년이 안와요힘든일을 안해요ㅡㅇ대가 벌어 대 월세지원해줘야 하냐,영아수당 지급
1934,3,0.0893,"돈, 육아, 살, 개, 서울, 얼마나, 용돈, 손주, 자기, 도대체",오세훈이도 갈수록 퍼주기식 정책하네세금쓰는건데 형평성도 고려해서 정책을해야지인기영합식으로 퍼주지못헤 안달난거처럼,영아수당 지급
1870,3,0.0885,"돈, 육아, 살, 개, 서울, 얼마나, 용돈, 손주, 자기, 도대체",난 남자인데 자식키우느라 맞벌이 못하고 직장포기한 여성에게 주는거면 이해를 하겠는데 이건 뭐 돈벌라고 애맡겼더니 돈도주네,영아수당 지급
1502,3,0.0882,"돈, 육아, 살, 개, 서울, 얼마나, 용돈, 손주, 자기, 도대체",니들이 그렇게 욕하던것을 더욱 심하게하는구나 내가봉이냐,영아수당 지급
1765,3,0.0881,"돈, 육아, 살, 개, 서울, 얼마나, 용돈, 손주, 자기, 도대체",괜찮은데요실보다 득이 많은거같네요지금 당장 국가채무가 조가 넘어가는 상황이기는 하나먼 미래를 보며 투자관점에서보면 나쁘지않네내가 낸 세금타령 그만하고ㅋ일단 시험해보고 성과좋은면 전국적으로 시행하자 집이 없어서 결혼을 못 한다고놀고 있네 도 있고 신혼집 장만을 위한 정책도 상당히 많다니들이 부모님과 함께 큰 집에서 함께 살다가 나가서 독립해서 사려고하니 힘들겠지니 부모들이 큰집에서 첨부터 시작한게 아니고 작은 집에서 부터 열시미 노력해서 지금처럼 잘 사는거다잠시 꼰대가ㅋ,영아수당 지급
1984,3,0.0869,"돈, 육아, 살, 개, 서울, 얼마나, 용돈, 손주, 자기, 도대체",교통방송이나빨리퇴출시기세요,영아수당 지급
179,3,0.0864,"돈, 육아, 살, 개, 서울, 얼마나, 용돈, 손주, 자기, 도대체",살부터살까지 월 해줘그럼 애 낳을것 같은데,영아수당 지급
1630,3,0.0855,"돈, 육아, 살, 개, 서울, 얼마나, 용돈, 손주, 자기, 도대체",참나  정말들  자빠지시고 계시네들 돈이 남아도시나,영아수당 지급
975,3,0.0853,"돈, 육아, 살, 개, 서울, 얼마나, 용돈, 손주, 자기, 도대체",악용도 악용인데 은퇴하면 좀 쉬자 뭘 돈까지 줘가며 장려를 해,영아수당 지급
1891,3,0.0853,"돈, 육아, 살, 개, 서울, 얼마나, 용돈, 손주, 자기, 도대체",우리나라 참  돈도 많어  돈 쓸데가  그리 없나,영아수당 지급
1658,3,0.0853,"돈, 육아, 살, 개, 서울, 얼마나, 용돈, 손주, 자기, 도대체",참고로 수달 중위소득 로 알고 있습니다 최저시급 받고 일하는 사람만 해당이내요,영아수당 지급
1999,3,0.0853,"돈, 육아, 살, 개, 서울, 얼마나, 용돈, 손주, 자기, 도대체",집에서아이보는 부모들한테도 똑같이지급해맞벌이에 조부모가 아이봐주는집이얼마나될까거의없을듯,영아수당 지급
450,3,0.0853,"돈, 육아, 살, 개, 서울, 얼마나, 용돈, 손주, 자기, 도대체",이런거 제일 히기쉬운 돈지랄말고 애키우기 좋은 환경을 만들어 돈 안준다고 애를  안낳는게 아니잖아 돈주니까 능력없는  저소득층이 애낳아놓고 방치하잖아,영아수당 지급
1565,3,0.085,"돈, 육아, 살, 개, 서울, 얼마나, 용돈, 손주, 자기, 도대체",청년들 지원 문정부때보단 엄청 줄인건데 모르시네 ㅎ 댓글들 보니 ㅎㅎ 문정부때와 비교들 해보세요 그러니 문정부는 얼마나 퍼준거야 ㅎ,영아수당 지급
249,3,0.0844,"돈, 육아, 살, 개, 서울, 얼마나, 용돈, 손주, 자기, 도대체",중고딩들 돈 엄청듭니다 간식 차비 용돈 옷부터  친구랑여가활동  폰값 어마어마한  사교육비등    도시생활겁나네요,영아수당 지급
1468,3,0.0838,"돈, 육아, 살, 개, 서울, 얼마나, 용돈, 손주, 자기, 도대체",이런거 다 필요없고 포괄임금제나 없애라고 ㅋㅋㅋㅋ,영아수당 지급
1914,3,0.0833,"돈, 육아, 살, 개, 서울, 얼마나, 용돈, 손주, 자기, 도대체",멀쩡한 신체로 빈둥거리며 청년수당같은 콩고물 떨어지길 기다리는 젊은사람에게 주는것보다 훨낫다,영아수당 지급
836,3,0.0829,"돈, 육아, 살, 개, 서울, 얼마나, 용돈, 손주, 자기, 도대체",공무원은 제도 제외입니다,영아수당 지급
1287,3,0.0824,"돈, 육아, 살, 개, 서울, 얼마나, 용돈, 손주, 자기, 도대체",이러니 젊은 애들 다 일 안하려한다 지금의 대 우리나라 허리인데 이세대들 다 일안하고 자식 낳고도 돈받는데 나이들면 애들 돈들어갈일 더 많을텐데 우짤고 정책들이 나라  젊은 이들 일 안하게 하는 정책들뿐인듯ㅜ,영아수당 지급
1078,3,0.0823,"돈, 육아, 살, 개, 서울, 얼마나, 용돈, 손주, 자기, 도대체",ㅋㅋㅋ 어린이집 갔다와서 예산 삭감 ㅋㅋㅋ 모든 예산은 아방궁으로 통합한다,영아수당 지급
374,3,0.081,"돈, 육아, 살, 개, 서울, 얼마나, 용돈, 손주, 자기, 도대체",부모와 등돌려 사는 사람들 그 부모들이 일 하고 있으면 못 준다는 이야기네 이러니깐 세계 꼴등 저출산국 답다 ㅋ,영아수당 지급
461,3,0.0808,"돈, 육아, 살, 개, 서울, 얼마나, 용돈, 손주, 자기, 도대체",직접 돈주는게 젤도움 좀 더줘라 애점잘키우게,영아수당 지급
318,3,0.0802,"돈, 육아, 살, 개, 서울, 얼마나, 용돈, 손주, 자기, 도대체",그돈 누구돈이냐 십세들아,영아수당 지급
1319,3,0.0797,"돈, 육아, 살, 개, 서울, 얼마나, 용돈, 손주, 자기, 도대체",아동수당 몇푼 준다고 안낳을 애 낳는 사람이 있을까 애를 낳아도 부모가 마음편히 일할수 있는 환경이 먼저다,영아수당 지급
1392,3,0.0797,"돈, 육아, 살, 개, 서울, 얼마나, 용돈, 손주, 자기, 도대체",진짜 웃기네 나도 부모다 근데 왜 못받냐 정책이 이리 불공평하니 윤씨 욕먹는거다 부모수당이면 애들 키우는집은 다 줘라 염병 세금은 점점 엄청 뜯어가는데 내 세금으로 다른 사람들 배만 채우네,영아수당 지급
982,3,0.0794,"돈, 육아, 살, 개, 서울, 얼마나, 용돈, 손주, 자기, 도대체",이제 돈 받을려고 며느리 내부내겟네,영아수당 지급
978,3,0.0788,"돈, 육아, 살, 개, 서울, 얼마나, 용돈, 손주, 자기, 도대체",이런다고 애 낳을 것 같냐 불효하라고 등을 떠미네 에휴,영아수당 지급
809,3,0.0782,"돈, 육아, 살, 개, 서울, 얼마나, 용돈, 손주, 자기, 도대체",고만좀 줘라 그리고 대체인력을 둘수없는 작은 회사는 어떡할껀데 휴직동안 기간제 뽑아 또 짜를까   기간제 뽑고 고용율 높아졌다 그럴꺼면서 앞뒤가 맞는 정책 좀 하자 청년들이 똑바로  자리를 잡아야 애를 낳지,영아수당 지급
774,3,0.078,"돈, 육아, 살, 개, 서울, 얼마나, 용돈, 손주, 자기, 도대체",정신 못차렸네 진짜 ㅋㅋㅋㅋ,영아수당 지급
659,3,0.0768,"돈, 육아, 살, 개, 서울, 얼마나, 용돈, 손주, 자기, 도대체",똥볼 차고 있네 만원 년지원 누가 애를 낳냐 애가 년이면 어른되나클수로 돈이 더드는데 장기적인 플랜으로 해야지 임대주택을 주든가교육비를 지원해주던가 일반인 보다 못한 무능한사람이 직책을 맡으면 저렇게 똥볼 차는거임,영아수당 지급
575,3,0.076,"돈, 육아, 살, 개, 서울, 얼마나, 용돈, 손주, 자기, 도대체",밤마다 곡소리 넘쳐나겠네 앙앙앙 퍽퍽퍽,영아수당 지급
1045,3,0.0758,"돈, 육아, 살, 개, 서울, 얼마나, 용돈, 손주, 자기, 도대체",윤정부는 오로지 본인들이 해먹을것만 관심있나봨ㄲ 어린이집예산까지 다 줄여서 그 돈 누구 아가리에 들어가는데 언론이 윤 나발수니 아무도 그들이 삭감한 예산을 먹는 짐승을 취재하지 않아ㅋㅋ 오로지 부동산때문에 윤찍은 개돼지들이 국뽕에 취했던 나라를 검찰독재국가 바보대통령의 헬조선으로 하루아침에 추락시켰다 부동산땜에 윤찍해서 부동산으로재미보셨나 다들 상위퍼의 부자들이신가,영아수당 지급
95,3,0.0755,"돈, 육아, 살, 개, 서울, 얼마나, 용돈, 손주, 자기, 도대체",지지율을 돈으로 메꾸나돈없어서 나라땅도 판다더니,영아수당 지급
560,3,0.0755,"돈, 육아, 살, 개, 서울, 얼마나, 용돈, 손주, 자기, 도대체",헐청소년들 부모는 애들 용돈주느라 등골 휜다자식은 애들키워 보면 안다 엄청나게 돈들어가는거,영아수당 지급
1974,3,0.0754,"돈, 육아, 살, 개, 서울, 얼마나, 용돈, 손주, 자기, 도대체",구라쟁이김어준주는돈으로 프로 돌봄수당줘라모자르면 김어준계좌압수해서 좋은데 쓰는게맞음,영아수당 지급
437,3,0.0741,"돈, 육아, 살, 개, 서울, 얼마나, 용돈, 손주, 자기, 도대체",정부가 생각이있는건가 돈으루주면 분명 딴짓하는 사람들이 범죄로 악용된다 필요한 용품을 주는게 답인듯,영아수당 지급
1895,3,0.0741,"돈, 육아, 살, 개, 서울, 얼마나, 용돈, 손주, 자기, 도대체",미친 ㅋㅋ애없는 사람 차별이다헌법에 위배,영아수당 지급
973,3,0.0741,"돈, 육아, 살, 개, 서울, 얼마나, 용돈, 손주, 자기, 도대체",그럼  부모님 다돌아 가시고 주위에 아이 맡기때도 없어 힘들어도 직장생활 못하는 전업주부들만 역차별 받는거네도대체 아이큐가 얼마면 저리멍청한생각을 할수가 있는거지,영아수당 지급
1084,3,0.0741,"돈, 육아, 살, 개, 서울, 얼마나, 용돈, 손주, 자기, 도대체",번 찍은 사람들이 책임져라,영아수당 지급
760,3,0.0741,"돈, 육아, 살, 개, 서울, 얼마나, 용돈, 손주, 자기, 도대체",근본 문제를 해결해야지 돈주고 준 만큼 세금으로 뜯으면 무슨 의미가 있습니까아이 낳아서 키우기 어려운건 여성의 경력단절 출산후 여성 재 취업의 기회보장 안됨 맞벌이 부부를 위한 어린이집 유치원 지원제고 부족 초등학교 이후의 엄청난 사교육비인데정작 이런걸 해결을 해 줘야지,영아수당 지급
1650,3,0.0727,"돈, 육아, 살, 개, 서울, 얼마나, 용돈, 손주, 자기, 도대체",이건 아닌것같은데돌봄이  시간을 늘리면 시설도 늘리면좋을텐데부정행위로 돈 가지고 가는사람이 많을듯,영아수당 지급
54,3,0.0726,"돈, 육아, 살, 개, 서울, 얼마나, 용돈, 손주, 자기, 도대체",서민은 인구 소멸지역 빈집으로 이주해서 빈땅 농사짓고 살아,영아수당 지급
1541,3,0.0726,"돈, 육아, 살, 개, 서울, 얼마나, 용돈, 손주, 자기, 도대체",아니 청년들에게 주는거 좋다그럼 그 청년들 데이터 관리해서 취업하면 세금  더 받아라,영아수당 지급
667,3,0.0726,"돈, 육아, 살, 개, 서울, 얼마나, 용돈, 손주, 자기, 도대체",얼굴에 심술보가 덕지덕지사악하고 영악한 나쁜인간,영아수당 지급
1982,3,0.0726,"돈, 육아, 살, 개, 서울, 얼마나, 용돈, 손주, 자기, 도대체",세계 최고 확진률 기록한  코로나 대응이나  제대로 해라  어린 감염자 사망율이 높아지고 있잖어   여유되서 손자돌보며 생활 할 수 있는 가정에 지원하지말고  모든 어린이들 혜택받게  돌봄 보육원 지원 사업을 하던가 ㅉㅉ,영아수당 지급
1606,3,0.0726,"돈, 육아, 살, 개, 서울, 얼마나, 용돈, 손주, 자기, 도대체",비혼 페미 동성애 등등 사회를 좀먹는 얘들 예산 빼서 육아 출산 결혼 예산에 배정해라,영아수당 지급
1927,3,0.0726,"돈, 육아, 살, 개, 서울, 얼마나, 용돈, 손주, 자기, 도대체",어려운 노인들에게 줘라애 봐주고 용돈 받는 노인들에게 또 돈을 왜 줘,영아수당 지급
742,3,0.072,"돈, 육아, 살, 개, 서울, 얼마나, 용돈, 손주, 자기, 도대체",아동 수당 고작 만원 준다고 육아에 도움이 되,영아수당 지급
1162,3,0.0719,"돈, 육아, 살, 개, 서울, 얼마나, 용돈, 손주, 자기, 도대체",허경영이가 굥보다 낫겠네요,영아수당 지급
1973,3,0.0719,"돈, 육아, 살, 개, 서울, 얼마나, 용돈, 손주, 자기, 도대체",쯧쯧,영아수당 지급
550,3,0.0719,"돈, 육아, 살, 개, 서울, 얼마나, 용돈, 손주, 자기, 도대체",결혼 안했야했네,영아수당 지급
1901,3,0.0713,"돈, 육아, 살, 개, 서울, 얼마나, 용돈, 손주, 자기, 도대체",조부모가 봐줄만한 최소한의 시간적  신체적 여건이 되니까 봐주는게 아닌가요 왜 서울시에서 조부모에게 돈을 주지싶네 주로 재정적으로 좋은 여건의 부모들이고학력의 전문직종 부부 아이를 조부모에게 많이들 부탁하더라고요 그 돈으로 어린이집 돌봄가능 시간을 더 늘리던지요,영아수당 지급
1517,3,0.0713,"돈, 육아, 살, 개, 서울, 얼마나, 용돈, 손주, 자기, 도대체",청년에게는 그만 퍼줘라 일안하고 빈둥대고있네기술자양성이나하라공부못해서 일자리 없는것아닌가,영아수당 지급
936,3,0.0713,"돈, 육아, 살, 개, 서울, 얼마나, 용돈, 손주, 자기, 도대체",그래도 군대 할 만 하네 라떼는 만천원 그랬던 기억이 그것도 보나스 달에 군번,영아수당 지급
1915,3,0.0713,"돈, 육아, 살, 개, 서울, 얼마나, 용돈, 손주, 자기, 도대체",손주 안봐도 돈 드려라,영아수당 지급
516,3,0.0702,"돈, 육아, 살, 개, 서울, 얼마나, 용돈, 손주, 자기, 도대체",그런다고 출산율 늘어날까장난치지말라고 할것같다,영아수당 지급
993,3,0.07,"돈, 육아, 살, 개, 서울, 얼마나, 용돈, 손주, 자기, 도대체",또 꼼수 졸라써서 만원 타가겠네,영아수당 지급
1883,3,0.07,"돈, 육아, 살, 개, 서울, 얼마나, 용돈, 손주, 자기, 도대체",아니 ㅋㅋ이보세요대한민국님아맞벌이해서 돈 더벌겠다고 맡기는건데왜 그걸 나라에서 주냐ㅋㅋㅋㅋㅋ개그도 정도껏해야 나라지또 이걸 악용해서 맡기지도 않았는데 맡겼다고 돈받는 인간들 무조건 생김결국 관리도 못할거자나 정부에서 ㅋㅋㅋ,영아수당 지급
1486,3,0.07,"돈, 육아, 살, 개, 서울, 얼마나, 용돈, 손주, 자기, 도대체",아니 문대통령한테 돈 많이 썼다고 난리를 치면서 정작 지들은 아무데나 막 펑펑쓰고 있네이러다 정말가는거 아닌가 걱정된다,영아수당 지급
606,3,0.0694,"돈, 육아, 살, 개, 서울, 얼마나, 용돈, 손주, 자기, 도대체",아기 관련 수당은 더 올려도 환영이다 그래야 억울해서라도 애 하나 더낳지,영아수당 지급
346,3,0.0687,"돈, 육아, 살, 개, 서울, 얼마나, 용돈, 손주, 자기, 도대체",출산 육아는 건드리지 마라 대한민국 인구 줄어들면 그 빈자리는 조선족 뚱궈같은  잡종들이  채운다,영아수당 지급
502,3,0.0687,"돈, 육아, 살, 개, 서울, 얼마나, 용돈, 손주, 자기, 도대체",댓글보니 배부른 소리많네 ㅋㅋ 어설프게 사업할바엔 다이렉트로 돈주는게 낫지 신문기사 보면 저출산대책이랍시고 달기 이런걸로 업자들 돈주는 꼴보고 싶은거임 그리고 말그대로 저출산대책인데 당장 세에 돈많이 받는걸 기대하게 하는게 낫지,영아수당 지급
1991,3,0.0687,"돈, 육아, 살, 개, 서울, 얼마나, 용돈, 손주, 자기, 도대체",그래 포퓰리즘이라고 염병을하드만 더하네ㅋㅋ,영아수당 지급
1846,3,0.0675,"돈, 육아, 살, 개, 서울, 얼마나, 용돈, 손주, 자기, 도대체",미래가 안보여,영아수당 지급
239,3,0.0675,"돈, 육아, 살, 개, 서울, 얼마나, 용돈, 손주, 자기, 도대체",초등부터돈들지 어릴땐 그닥,영아수당 지급
1186,3,0.0654,"돈, 육아, 살, 개, 서울, 얼마나, 용돈, 손주, 자기, 도대체",문재인은 도대체 왜 국가부채를 늘려버렸냐 싼 똥 치우느라 국민들이 힘드네,영아수당 지급
396,3,0.0654,"돈, 육아, 살, 개, 서울, 얼마나, 용돈, 손주, 자기, 도대체",진짜 가지가지한다,영아수당 지급
758,3,0.0654,"돈, 육아, 살, 개, 서울, 얼마나, 용돈, 손주, 자기, 도대체",아이들을 키우기 힘든건요어린애기때가 문제가 아니고 학원비가 부담스러운 현실때문이라구요대학가는 문을 쉽게 만들어서 사교육을 안할수있게 하든지요학원안보내면 무식한엄마 취급받고학교샘조차 학원다니길 권장하는데 그거나 좀 해결해줘요,영아수당 지급
581,3,0.0654,"돈, 육아, 살, 개, 서울, 얼마나, 용돈, 손주, 자기, 도대체",차라리 맞벌이하는 부부 혜택이라던가 맞벌이 부부가 있는 회사에 혜택을 준다던가 해야지,영아수당 지급
685,3,0.0654,"돈, 육아, 살, 개, 서울, 얼마나, 용돈, 손주, 자기, 도대체",월세 주지말고 일자리를 만들어서 스스로의 노력으로 부를 가질수있게 해줘야지,영아수당 지급
